"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5359727","SLD","113 SAFFRON WAY","KISSIMMEE","34758","PEPPERTREE AT CYPRESS WOODS UNIT 01","1,562","$145,000","3","2","0","1999","Private","Single Family Home","$2,255","72","72","73","All Cash","07/02/2015","$96.03","$92.83","0.97","PREMIUM PROPERTIES R.E SERVICE","Stephanie Agosto","261091608","Silvia Hurtarte","261011666","272503238","O","Orlando Regional"
"1","O5387229","SLD","2521 SAGE DR","KISSIMMEE","34758","LAUREL RUN AT CRESCENT LAKES","2,658","$215,000","5","3","0","1998","None","Single Family Home","$2,508","74","74","74","New Conventional","12/10/2015","$81.45","$80.89","0.99","KELLER WILLIAMS ADVANTAGE III","Shannon Musgrave","261205901","Kim Davidson","272504177","272500345","O","Orlando Regional"
"1","S4825763","SLD","2533 SAGE DR","KISSIMMEE","34758","LAUREL RUN AT CRESCENT LAKES","1,758","$194,900","4","2","0","1998","Private","Single Family Home","$2,818","6","6","6","New FHA","03/01/2016","$110.86","$110.86","1.00","KELLER WILLIAMS AT THE LAKES","Vanessa Barnes","272503269","Delfino Rivas","50278","261212300","S","Osceola"
"1","S4816774","SLD","2564 SAGE DR","KISSIMMEE","34758","LAUREN RUN/CRESCENT LAKES","1,434","$160,000","3","2","0","1996","None","Single Family Home","$1,840","48","48","48","New FHA","09/25/2015","$111.51","$111.58","1.00","ONE WAY REALTY INC.","Maria Pagan","272502359","Kristin Madden","272506226","272506780","S","Osceola"
"1","S4808605","SLD","2581 SAGE DR","KISSIMMEE","34758","LAUREL RUN AT CRESCENT LAKES","1,434","$139,000","3","2","0","1996","Community","Single Family Home","$2,435","99","99","128","Assume Conventional","06/09/2015","$97.56","$96.93","0.99","REMAX PREMIER PROPERTIES","Angel Rivera","272505615","Tania Crandall","261011151","261209611","S","Osceola"
"1","S4819267","SLD","5103 SAGE WAY","KISSIMMEE","34758","LAUREL RUN AT CRESCENT LAKES","1,256","$152,000","3","2","0","1997","None","Single Family Home","$2,014","64","64","64","New FHA","12/31/2015","$118.63","$121.02","1.02","PROPERTY SOLUTIONS UNLIMITED INC.","Minetta Garay Gay","272501145","Andrew Hobbs","261011281","261214141","S","Osceola"
"1","O5391378","SLD","3211 SAINT AUGUSTINE CT","KISSIMMEE","34746","WINDMILL POINT UNIT 01","1,819","$189,900","4","2","0","1994","Private","Single Family Home","$1,405","26","26","26","New FHA","11/18/2015","$104.40","$104.40","1.00","CHARLES RUTENBERG REALTY","Michael Angelos","261071775","Ram Jagarnauth","272550223","272503117","O","Orlando Regional"
"1","O5365355","SLD","3212 SAINT AUGUSTINE CT","KISSIMMEE","34746","WINDMILL POINT UNIT 01","1,817","$178,000","4","2","0","1994","None","Single Family Home","$2,040","46","46","146","New FHA","10/21/2015","$98.51","$97.96","0.99","LA ROSA REALTY, LLC","Peter Bastone","276516717","Edgardo Arvelo","272503993","272500257","O","Orlando Regional"
"1","S4817464","SLD","1117 SAINT MICHEL WAY","KISSIMMEE","34759","POINCIANA VILLAGE 05 NEIGHBORHOOD 01","1,444","$113,501","3","2","0","1998","None","Single Family Home","$1,521","88","88","145","New Conventional","01/31/2016","$78.60","$78.60","1.00","FLORIDA LIGHTHOUSE REALTY","Jose Marrero","272502955","Willy Antoine","50281","261204074","S","Osceola"
"1","S4824658","SLD","1818 SALISBURY CT","KISSIMMEE","34743","SHEFFIELD AT LAKESIDE ESTATES","1,920","$218,000","3","2","1","1993","Private","Single Family Home","$2,771","20","20","20","New FHA","02/26/2016","$114.58","$113.54","0.99","WATSON REALTY CORP","Irena Aistrop","261068181","Kelly Stam","261010789","260010865","S","Osceola"
"1","O5357712","SLD","2722 SAMPLE ST","KISSIMMEE","34744","PINE GROVE","792","$50,000","2","1","0","1947","None","Single Family Home","$588","171","171","171","Other","10/27/2015","$75.76","$63.13","0.83","KELLER WILLIAMS CLASSIC REALTY","Linda Streetman","261092366","Yaneth Maisonet","272506946","272501807","O","Orlando Regional"
"1","S4815354","SLD","102 SAN BLAS AVE","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 03","1,390","$115,000","3","2","0","1982","None","Single Family Home","$1,725","1","1","0","New FHA","05/22/2015","$86.33","$82.73","0.96","REMAX PREMIER PROPERTIES","James Williams III, PA","272505854","Andrey Bustamante","272550066","272502853","S","Osceola"
"1","O5410981","SLD","104 SAN BLAS CT","KISSIMMEE","34743","BVL UNIT 3","1,162","$129,900","2","2","0","1980","None","Single Family Home","$1,531","21","21","21","New FHA","03/08/2016","$111.79","$111.79","1.00","KELLER WILLIAMS CLASSIC REALTY","Hojin Chang","261062523","Milton Ocasio","261011709","261203976","O","Orlando Regional"
"1","S4813828","SLD","82 SAN BLAS AVE","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 03","1,986","$119,000","4","3","0","1986","None","Single Family Home","$2,106","4","4","4","All Cash","06/11/2015","$60.37","$59.92","0.99","BHHS RESULTS REALTY","Joe Johnson","272500378","Joe Johnson","272504178","272500378","S","Osceola"
"1","S4823112","SLD","907 SAN CARLOS WAY","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 02","1,422","$111,000","3","2","0","1988","None","Single Family Home","$1,537","92","92","98","All Cash","04/12/2016","$80.52","$78.06","0.97","REMAX PIONEER","Edward Sims","272500173","Mary Rosario","56563","261211993","S","Osceola"
"1","S4821441","SLD","915 SAN PAULO WAY","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 02","1,244","$125,000","3","2","0","1991","None","Single Family Home","$783","55","55","106","New FHA","02/26/2016","$117.36","$100.48","0.86","Empire Network Realty","Cindy Castillo","261098597","David Rodriguez","60545","272506888","S","Orlando Regional"
"1","S4821987","SLD","806 SAN PEDRO CT","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 02","1,998","$130,000","3","2","0","1992","None","Single Family Home","$1,647","28","28","32","All Cash","01/04/2016","$67.57","$65.07","0.96","AMERITEAM REALTY, INC.","Luis Moux PA","742503073","Steven Friedland","272504197","272507602","S","Orlando Regional"
"1","S4825880","SLD","866 SAN PEDRO CT","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 02","1,150","$119,500","3","2","0","1995","None","Single Family Home","$836","32","32","32","New FHA","05/02/2016","$104.30","$103.91","1.00","FLORIDA HORIZONS REAL ESTATE","Terry Hawkins","272500318","Margarita Hernandez","50847","261214666","S","Osceola"
"1","O5429722","SLD","900 SAN RAFAEL WAY","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 02","1,096","$98,529","3","2","0","1996","None","Single Family Home","$1,581","11","11","11","All Cash","04/26/2016","$81.66","$89.90","1.10","OWNERS.COM","Steve Sibiga","261201966","Cindy Castillo","261012046","261098597","O","Orlando Regional"
