"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5432170","ACT","2835 S SHINE AVE","ORLANDO","32806","INTERLAKE PARK SECOND ADD","1,188","$199,900","3","1","0","1951","None","Single Family Home","$1,999","37","37","","","","$168.27","","","CHARLES RUTENBERG REALTY","David Rose","261064925","","","","O","Orlando Regional"
"1","O5424706","ACT","5542 SHORE CT","ORLANDO","32819","NORTH BAY SEC 01","4,746","$1,890,000","5","4","2","1999","Private","Single Family Home","$16,858","71","71","","","","$398.23","","","KELLER WILLIAMS CLASSIC REALTY","Amy Moline","261093327","","","","O","Orlando Regional"
"1","O5413724","ACT","10106 SHORTWOOD LN","ORLANDO","32836","SAND LAKE COVE PH 02","3,115","$475,000","5","3","0","1997","Private","Single Family Home","$5,055","123","123","","","","$152.49","","","REALTY EXECUTIVES CENTRAL FL","Judy Danner","261001998","","","","O","Orlando Regional"
"1","O5433168","ACT","8224 SHUBERT ST","ORLANDO","32818","CLARCONA HEIGHTS","1,101","$149,900","3","2","0","1971","None","Single Family Home","$1,160","9","9","","","","$136.15","","","GLOBAL REAL ESTATE SERVICES","David Robertson","261201102","","","","O","Orlando Regional"
"1","O5440104","ACT","2801 SIDNEY AVE","ORLANDO","32810","TROTWOOD PARK","869","$54,600","2","1","0","1930","None","Single Family Home","$972","1","1","","","","$62.83","","","CHARLES RUTENBERG REALTY","Paul Larson","261200934","","","","O","Orlando Regional"
"1","O5439772","ACT","8512 SIDON ST","ORLANDO","32817","COVE AT LAKE MIRA","2,278","$300,000","4","2","1","1982","Private","Single Family Home","$2,823","4","4","","","","$131.69","","","KELLER WILLIAMS ADVANTAGE 2","Alexis Flynn","261214310","","","","O","Orlando Regional"
"1","O5407471","ACT","6029 SILK OAK DR","ORLANDO","32819","SAND LAKE HILLS SEC 09","2,136","$320,000","3","3","0","1984","Private","Single Family Home","$3,145","281","163","","","","$149.81","","","RE/MAX DOWNTOWN","Phil Coffaro","261073115","","","","O","Orlando Regional"
"1","O5438450","ACT","7654 SILVER CROWN CT","ORLANDO","32818","SILVER OAKS SUB","1,592","$149,900","3","2","0","1999","None","Single Family Home","$2,077","9","9","","","","$94.16","","","PREMIER REAL ESTATE ADVISORS L","Misty Carlson","261215343","","","","O","Orlando Regional"
"1","O5436744","ACT","925 E SILVER STAR RD","OCOEE","34761","ACREAGE & UNREC","1,130","$129,000","3","2","0","1933","None","Single Family Home","$1,021","9","9","","","","$114.16","","","COLDWELL BANKER RESIDENTIAL RE","Ozzie Quiroz","261212898","","","","O","Orlando Regional"
"1","O5429772","ACT","4696 SILVERA CT","EDGEWOOD","32839","GRANADA WOODS UNIT 03","2,667","$329,900","5","3","0","1971","None","Single Family Home","$3,580","47","47","","","","$123.70","","","EQUITYPRO LLC","David Sheehan","261214591","","","","O","Orlando Regional"
