"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5431923","SLD","10120 EVENTIDE CT","ORLANDO","32821","LIME TREE VILLAGE","1,254","$175,000","2","2","0","1979","Community","Single Family Home","$1,188","2","2","2","New VA","05/11/2016","$143.46","$139.55","0.97","RE/MAX EXECUTIVE GROUP","Vincent Robinson","261074502","Giselle Ramirez","50096","261083103","O","Osceola"
"1","O5394070","SLD","4440 EVERS PL","ORLANDO","32811","RICHMOND HEIGHTS UNIT 04","1,455","$57,000","3","1","0","1967","None","Single Family Home","$1,013","12","12","12","All Cash","10/30/2015","$46.05","$39.18","0.85","AMERITEAM REALTY, INC.","Minnie Davis","261011096","Fernando Perez","55735","261083815","O","Orlando Regional"
"1","O5410835","SLD","4483 EVERS PL","ORLANDO","32811","RICHMOND HEIGHTS UNIT 04","1,137","$98,000","3","2","0","1967","None","Single Family Home","$942","25","25","77","New FHA","04/15/2016","$83.55","$86.19","1.03","JULIE VEGA DOMINGUEZ PA","Julie Vega-Dominguez","279524701","Gaiel Eagle","261010618","261065301","O","Orlando Regional"
"1","O5337411","SLD","1987 EXCALIBUR DR","ORLANDO","32822","ROYAL MANOR ESTATES","1,902","$132,000","3","2","1","1989","Private","Single Family Home","$2,600","107","107","125","All Cash","06/03/2015","$70.98","$69.40","0.98","RE/MAX ASSURED","Jason Zinno","261065746","Ken Anderson","50588","261074626","O","Orlando Regional"
"1","O5421770","SLD","2229 EXCALIBUR DR","ORLANDO","32822","ROYAL MANOR ESTATES","1,441","$173,500","3","2","0","1985","Private","Single Family Home","$1,736","4","4","8","New FHA","04/29/2016","$117.97","$120.40","1.02","ECOS REALTY LLC","Victor Gonzalez Lugo LLC","261210330","Roger Khemlani","50096","279556569","O","Orlando Regional"
"1","O5419132","SLD","426 FABER DR","ORLANDO","32822","AZALEA PARK SEC 21","2,113","$164,000","4","2","0","1956","None","Single Family Home","$2,035","7","7","17","New FHA","03/30/2016","$75.67","$77.61","1.03","RE/MAX 200 REALTY","Ron Cangro","261016002","Laila Dkhissi","59638","261206968","O","Orlando Regional"
"1","V4704199","SLD","625 FABER DR","ORLANDO","32822","AZALEA PARK SEC 21","1,549","$115,000","3","2","0","1956","None","Single Family Home","$733","179","179","195","New Conventional","02/04/2016","$74.24","$74.24","1.00","BUYERS DIRECT REAL ESTATE LLC","Patti Coleman","286003888","Franc Marrero","56563","261083350","V","West Volusia"
"1","O5371604","SLD","4400 FAIR WEATHER WAY","ORLANDO","32808","VILLAS AT SIGNAL HILL UNIT 01","952","$40,000","2","1","0","1977","None","Single Family Home","$363","8","8","8","All Cash","06/26/2015","$36.76","$42.02","1.14","CHARLES RUTENBERG REALTY","Josh Rodriguez","261525325","Josh Rodriguez","50096","261525325","O","Orlando Regional"
"1","O5366360","SLD","4401 FAIR WEATHER WAY","ORLANDO","32808","VILLAS AT SIGNAL HILL UNIT 01","998","$68,000","3","2","0","1977","None","Single Family Home","$1,121","2","2","2","All Cash","06/02/2015","$68.14","$68.14","1.00","KELLER WILLIAMS ADVANTAGE 2","Dean Gonzalez","261084438","Katherine Tsatiris","56563","260502657","O","Orlando Regional"
"1","O5424469","SLD","1060 W FAIRBANKS AVE","ORLANDO","32804","BILTMORE SHORES SEC 01","1,363","$124,500","2","1","0","1952","None","Single Family Home","$1,670","49","49","49","All Cash","05/04/2016","$95.30","$91.34","0.96","LA ROSA REALTY, LLC","Remon Faragalla","85814708","Robinette McLeroy","54033","261071835","O","Orlando Regional"
