"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","S4812504","SLD","301 COLUMBIA AVE","SAINT CLOUD","34769","COLUMBIA PLACE","1,184","$128,000","3","2","0","1992","None","Single Family Home","$732","52","52","90","New FHA","08/04/2015","$95.95","$108.11","1.13","REMAX PREMIER PROPERTIES","Daisy Cid","272501154","Pavielle Turner","261011075","261083502","S","Osceola"
"1","S4815832","SLD","421 E COLUMBIA AVE","KISSIMMEE","34744","PAYNE & PAYNE","1,326","$70,525","4","2","0","1973","None","Single Family Home","$1,059","20","20","20","All Cash","07/08/2015","$47.13","$53.19","1.13","BHHS RESULTS REALTY","Jeffrey Perry","272500203","Connie Greene","50096","261070938","S","Osceola"
"1","O5365001","SLD","507 COLUMBIA AVE","SAINT CLOUD","34769","ST CLOUD","969","$120,000","2","2","0","1980","None","Single Family Home","$560","54","54","54","All Cash","07/13/2015","$139.32","$123.84","0.89","KELLER WILLIAMS CLASSIC REALTY","Cassie Lamoureux","261203659","Cassie Lamoureux","56128","261203659","O","Orlando Regional"
"1","S4818031","SLD","921 COLUMBIA AVE","SAINT CLOUD","34769","ST CLOUD","927","$135,000","2","2","0","1974","Private","Single Family Home","$1,368","4","4","4","All Cash","08/14/2015","$145.52","$145.63","1.00","HOMEPRIDE REALTY SERVICES, INC","Steve Pugh","261062414","Joshua Dubin","50096","261083201","S","Osceola"
"1","S4828566","SLD","237 COMPETITION DR","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 09 ADD 06","1,954","$190,000","3","2","0","1990","None","Single Family Home","$1,178","13","13","13","All Cash","05/06/2016","$97.19","$97.24","1.00","ALL STAR PROPERTIES OF CENTRAL","Jo Marie Hemphill","272500141","Romeo Lemos","56930","272501079","S","Osceola"
"1","O5360553","SLD","245 COMPETITION DR","KISSIMMEE","34743","BVL UNIT 09 ADD 06","1,742","$165,000","4","2","0","1990","None","Single Family Home","$1,208","32","32","32","New FHA","06/26/2015","$95.01","$94.72","1.00","WEICHERT REALTORS HALLMARK PRO","Caroline Rubanick-Baffoun","261072856","Harrison Hair","51957D","249511532","O","Orlando Regional"
"1","S4806610","SLD","249 COMPETITION DR","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 09 ADD 06","1,962","$170,000","4","2","0","1990","None","Single Family Home","$1,155","235","235","235","New FHA","08/06/2015","$86.65","$86.65","1.00","The Property Pros Real Estate,","Francisco Lara","272504243","Sol Peinado","272507021","272506747","S","Orlando Regional"
"1","O5358457","SLD","275 COMPETITION DR","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 09 ADD 07","2,102","$205,000","4","3","0","1990","Private","Single Family Home","$1,272","4","4","4","New VA","05/19/2015","$94.20","$97.53","1.04","COLDWELL BANKER SOLOMON","Oswaldo Nieves","261091757","Betsy Breton-Garcia","56563","272503611","O","Osceola"
"1","S4824866","SLD","2408 CONDADO CT","KISSIMMEE","34743","MONTEREY VILLAGE PH 01 UNIT 02","2,195","$192,000","4","3","0","1997","None","Single Family Home","$2,483","81","81","76","New Conventional","04/22/2016","$88.84","$87.47","0.98","ALLEGIANT MANAGEMENT GROUP, INC","Elizabeth Santiago Moyet","272502497","Elizabeth Santiago Moyet","272506408","272502497","S","Osceola"
"1","R4702296","SLD","2411 CONDADO CT","KISSIMMEE","34743","MONTEREY VILLAGE PH 01 UNIT 02","1,392","$138,000","3","2","0","1995","None","Single Family Home","$1,950","24","24","24","New FHA","07/27/2015","$82.61","$99.14","1.20","FRANK F. KENNEY","Frank Kenney","35840088","Sandra Gourdier","50096","261073015","R","Other"
