"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5363791","SLD","2435 COPPERHILL LOOP","OCOEE","34761","WESMERE","1,708","$264,400","3","2","0","1994","Community, Private","Single Family Home","$2,676","95","95","95","New FHA","09/17/2015","$154.74","$154.80","1.00","COLDWELL BANKER RESIDENTIAL RE","Shelley Heistand","261014587","Wendy Cooper","52365","261206763","O","Orlando Regional"
"1","O5336192","SLD","2462 COPPERHILL LOOP","OCOEE","34761","WESMERE","1,860","$255,000","3","2","0","1993","Community","Single Family Home","$2,986","157","157","76","New FHA","05/22/2015","$133.87","$137.10","1.02","REALTY EXECUTIVES CENTRAL FL","Terri Flynn","261020417","John Russell","261010675","261094397","O","Orlando Regional"
"1","O5376990","SLD","828 COQUINA CT","ORLANDO","32807","DOVER COVE","1,537","$244,900","3","2","0","1977","Private","Single Family Home","$1,731","34","34","43","New Conventional","09/22/2015","$159.34","$159.34","1.00","KELLER WILLIAMS ADVANTAGE III","Laura Hippler","261210012","Chelsea Eckert","260503911","260503799","O","Orlando Regional"
"1","O5373532","SLD","1867 CORBETT RD","ORLANDO","32826","KNOLLWOOD PARK","1,620","$177,500","3","2","0","1991","None","Single Family Home","$2,178","45","45","45","New FHA","09/18/2015","$117.28","$109.57","0.93","Century 21 Professional Group","David Dorman","261065777","Ada DeJesus","261011853","261084825","O","Orlando Regional"
"1","O5414996","SLD","12355 CORIANDER DR","ORLANDO","32837","GINGER MILL PH 01","1,410","$179,000","3","2","0","1985","None","Single Family Home","$1,447","3","3","3","New Conventional","03/15/2016","$109.86","$126.95","1.16","CASTRO REALTY GROUP","Jim Chuba","261202233","Berhe Abraha","50698","506093185","O","Orlando Regional"
"1","O5374950","SLD","12361 CORIANDER DR","ORLANDO","32837","GINGER MILL PH 01","1,409","$177,000","3","2","0","1985","Private","Single Family Home","$1,509","3","3","4","New FHA","08/28/2015","$112.78","$125.62","1.11","CASTRO REALTY GROUP","Jim Chuba","261202233","Roberto Santiago","272504063","261071250","O","Orlando Regional"
"1","O5386273","SLD","6011 CORNELIA AVE","ORLANDO","32807","LEAWOOD","1,823","$193,000","4","3","0","1981","None","Single Family Home","$2,042","81","81","81","All Cash","11/24/2015","$114.65","$105.87","0.92","RE/MAX DOWNTOWN","Brandon Laskos","261211733","Hien Susie Tran","55658","261001411","O","Orlando Regional"
"1","O5413013","SLD","1207 CORNERSTONE CT","ORLANDO","32835","RIDGEMOORE","1,984","$272,500","4","2","0","1989","Private","Single Family Home","$4,058","61","61","77","New Conventional","04/29/2016","$146.12","$137.35","0.94","RE/MAX PROPERTIES SW INC.","John Crescenti","261088099","Heather Van Etten","56037","261209568","O","Orlando Regional"
"1","S4818949","SLD","2304 CORNHILL DR","ORLANDO","32837","SKY LAKE SOUTH UNIT 02","1,426","$185,000","4","2","0","1976","None","Single Family Home","$1,985","0","0","0","New FHA","08/14/2015","$133.23","$129.73","0.97","Homs Realty Group Inc.","Victor Caputis","261209182","Daily Ochoa Ochoa","56563","261094424","S","Orlando Regional"
"1","S4826134","SLD","2322 CORNHILL DR","ORLANDO","32837","SKY LAKE SOUTH UNIT 02","1,311","$180,000","3","2","0","1977","Private","Single Family Home","$2,262","0","0","0","New FHA","01/29/2016","$137.30","$137.30","1.00","Homs Realty Group Inc.","Victor Caputis","261209182","Victor Caputis","272507072","261209182","S","Orlando Regional"
