"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5308467","SLD","5388 BIRCHBEND LOOP","OVIEDO","32765","LAKES OF ALOMA","2,207","$235,000","4","2","1","1990","Private","Single Family Home","$2,629","24","24","211","New Conventional","05/29/2015","$120.07","$106.48","0.89","EGS REAL ESTATE INC","Ginny Stallings","272500137","Jason Gilkey","261011742","261083991","O","Orlando Regional"
"1","O5367661","SLD","5400 BIRCHBEND LOOP","OVIEDO","32765","LAKES OF ALOMA","2,106","$243,000","3","2","1","1990","Private","Single Family Home","$3,244","10","10","10","New FHA","06/29/2015","$123.46","$115.38","0.93","SUNFLORIDA REALTY","Megan Sladek","261201011","Carol Pennington","261011504","841090726","O","Orlando Regional"
"1","O5371641","SLD","5412 BIRCHBEND LOOP","OVIEDO","32765","LAKES OF ALOMA","1,736","$234,650","3","2","0","1992","None","Single Family Home","$2,076","5","5","5","New Conventional","07/20/2015","$138.19","$135.17","0.98","HOMEPRO PROPERTIES","Bradley Cempella","261013926","Dave Bowen","54321","261093312","O","Orlando Regional"
"1","O5386350","SLD","5430 BIRCHBEND LOOP","OVIEDO","32765","LAKES OF ALOMA","1,728","$240,000","4","2","0","1990","None","Single Family Home","$1,894","113","113","113","New FHA","02/24/2016","$142.94","$138.89","0.97","KELLER WILLIAMS AT THE PARKS","Daniel Grieb","261092585","Mindy Machock","56037","261092247","O","Orlando Regional"
"1","O5356214","SLD","5435 BIRCHBEND LOOP","OVIEDO","32765","LAKES OF ALOMA","1,833","$255,905","3","2","0","1990","None","Single Family Home","$2,122","3","3","3","New Conventional","05/29/2015","$136.33","$139.61","1.02","GILLEN & ASSOCIATES","Cynthia Weclew","261091410","MARC DAVIS","261010675","261212123","O","Orlando Regional"
"1","O5370468","SLD","533 BIRDSONG CT","LONGWOOD","32779","SABAL POINT TIMBER RIDGE AT UNIT 1","3,089","$415,000","4","3","0","1983","Private","Single Family Home","$3,595","112","112","112","New Conventional","10/22/2015","$140.82","$134.35","0.95","Keller Williams Heritage Realt","Jackie Hopkins","261073407","Courtney Davis","50698","261068329","O","Orlando Regional"
"1","O5371650","SLD","553 BIRGHAM PL","LAKE MARY","32746","GREENWOOD LAKES UNIT D-3C","1,772","$230,000","4","2","1","1989","None","Single Family Home","$2,712","2","2","2","New Conventional","07/17/2015","$135.38","$129.80","0.96","SAND DOLLAR REALTY GROUP INC","Robert Arnold, Jr","261061021","Tom Bisienere","55171","261083104","O","Orlando Regional"
"1","O5419270","SLD","589 BIRGHAM PL","LAKE MARY","32746","GREENWOOD LAKES UNIT D-3B 2ND ADD","1,544","$221,000","3","2","0","1989","None","Single Family Home","$2,074","7","7","7","New Conventional","04/07/2016","$142.42","$143.13","1.01","PREFERRED REAL ESTATE BROKERS","Lisa Foster","261098165","Darrell Ealey","51122K","261070556","O","Orlando Regional"
"1","O5399369","SLD","644 BIRGHAM PL","LAKE MARY","32746","GREENWOOD LAKES UNIT D-3B 2ND ADD","1,929","$229,000","4","2","0","1991","None","Single Family Home","$1,926","12","12","12","New Conventional","12/18/2015","$118.71","$118.71","1.00","KARICK PRICE & ASSOCIATES","David Perez","261068585","Ron Cangro","52403","261016002","O","Orlando Regional"
"1","O5403360","SLD","711 BIRGHAM PL","LAKE MARY","32746","GREENWOOD LAKES UNIT D-3B 1ST ADD","1,518","$185,000","3","2","0","1988","Private","Single Family Home","$1,750","0","0","0","New FHA","12/11/2015","$121.87","$121.87","1.00","Keller Williams Heritage Realt","Gitta Urbainczyk","261050992","Mahdi Jaffer","261011082","261206468","O","Orlando Regional"
"1","O5401649","SLD","794 BIRGHAM PL","LAKE MARY","32746","GREENWOOD LAKES UNIT D-3B 1ST ADD","1,739","$238,000","4","2","1","1988","None","Single Family Home","$2,805","163","163","131","New FHA","04/12/2016","$137.95","$136.86","0.99","INVESTOR'S REAL ESTATE LLC","Elliot Shugan","261206259","Lindsey Leibowitz","255502492","261214372","O","Orlando Regional"
"1","O5377549","SLD","3606 BISCAYNE DR","WINTER SPRINGS","32708","HOLLOWBROOK PH 2","2,092","$249,900","4","3","0","1988","Private","Single Family Home","$1,932","5","5","5","New FHA","08/14/2015","$119.46","$119.46","1.00","COLDWELL BANKER RESIDENTIAL RE","Janice James","261205196","Kevin Boudreaux","53108","261210117","O","Orlando Regional"
