"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","L4711376","SLD","1511 BANKS PL","LAKELAND","33803","VOLUNTEER HEIGHTS","1,338","$99,900","2","2","0","1925","None","Single Family Home","$923","5","5","5","New Conventional","03/04/2016","$74.66","$74.66","1.00","ROSS REAL ESTATE INC","Nancy Ross","261065378","Nancy Ross","265522462","261065378","L","Lakeland"
"1","O5357947","SLD","409 BAR CT","POINCIANA","34759","POINCIANA NBRHD 1 VILLAGE 3","1,221","$83,000","3","2","0","1981","None","Single Family Home","$1,233","22","22","121","All Cash","08/05/2015","$81.82","$67.98","0.83","AMERICA HOMES","Harry Hunt","261207298","Harry Hunt","261011573","261207298","O","Orlando Regional"
"1","L4708485","SLD","413 BAR CT","POINCIANA","34759","POINCIANA NBRHD 01 VILLAGE 03","1,434","$130,000","3","2","0","1981","Private","Single Family Home","$753","168","168","168","Other","03/28/2016","$97.07","$90.66","0.93","COLDWELL BANKER RESIDENTIAL RE","Sheryl Fritz PA","255001074","NON MFR REALTOR","55055","123456789","L","Lakeland"
"1","O5427578","SLD","435 BAR CT","POINCIANA","34759","POINCIANA NBRHD 01 VILLAGE 03","1,610","$136,000","3","2","0","1992","Community","Single Family Home","$881","6","6","6","New VA","05/09/2016","$90.06","$84.47","0.94","RE/MAX Town Centre","Gilda Santacana","272500211","Gilda Santacana","50933","272500211","O","Orlando Regional"
"1","S4825702","SLD","441 BAR CT","POINCIANA","34759","POINCIANA NBRHD 01 VILLAGE 03","1,310","$98,000","2","2","0","1982","Community","Single Family Home","$1,330","33","33","38","New FHA","04/05/2016","$75.95","$74.81","0.98","WEICHERT REALTORS HALLMARK PRO","Lorraine Valdes","272506319","George Almodovar","272504038","647599037","S","Orlando Regional"
"1","S4813130","SLD","529 BAR DR","KISSIMMEE","34759","POINCIANA RE-PLAT PT NBRHD 01 VILLAGE 03","1,436","$112,500","3","2","0","1986","None","Single Family Home","$656","11","11","11","New FHA","07/10/2015","$72.42","$78.34","1.08","BHHS RESULTS REALTY","Jeffrey Perry","272500203","Maria Tabora Barrera","261010513","261209710","S","Osceola"
"1","S4813299","SLD","543 BAR DR","POINCIANA","34759","POINCIANA RE-PLAT PT NBRHD 01 VILLAGE 03","1,717","$125,000","4","2","1","1986","Private","Single Family Home","$1,774","1","1","18","New FHA","06/19/2015","$72.77","$72.80","1.00","COLDWELL BANKER ACKLEY REALTY","Dorothy Buse","272500115","Maria Virgilio","272550140","272505597","S","Osceola"
"1","O5382620","SLD","2014 BARDMOOR","WINTER HAVEN","33884","CYPRESS GROVE","1,880","$170,000","3","2","0","1977","Private","Single Family Home","$1,820","55","55","55","New Conventional","11/04/2015","$95.69","$90.43","0.94","COLDWELL BANKER RESIDENTIAL RE","David Acosta","261082493","Heather Mercure","305901","276533711","O","Orlando Regional"
"1","L4708447","SLD","3311 BARLEY LN","LAKELAND","33803","BRIDGEFIELD SUB","3,022","$370,000","4","3","0","1993","Private","Single Family Home","$3,946","7","7","7","All Cash","11/16/2015","$127.37","$122.44","0.96","KELLER WILLIAMS REALTY","Jay Reardon","265500244","Bobbi Harman","265500286","265578037","L","Lakeland"
"1","L4703775","SLD","3417 BARLEY CT","LAKELAND","33803","BRIDGEFIELD SUB","2,532","$335,000","3","3","1","1989","Private","Single Family Home","$5,016","94","94","94","New Conventional","05/22/2015","$141.98","$132.31","0.93","BROOKS CHANDLER REALTY, LLC","Brooks Chandler","265500701","Jack Miller","265500286","265500399","L","Lakeland"
"1","L4707775","SLD","2811 BARNIE LN","LAKELAND","33812","HIGHLANDS SOUTH","1,900","$169,000","3","2","0","1975","None","Single Family Home","$1,502","17","17","17","New FHA","10/22/2015","$96.84","$88.95","0.92","KELLER WILLIAMS REALTY","Kim McKeel","265501127","Kim McKeel","265500286","265501127","L","Lakeland"
"1","L4710850","SLD","2814 BARNIE LN","LAKELAND","33812","HIGHLANDS SOUTH","1,500","$100,000","3","2","0","1976","None","Single Family Home","$1,167","67","67","91","All Cash","04/18/2016","$69.93","$66.67","0.95","COLDWELL BANKER RESIDENTIAL RE","Frank Bazail","265500941","Melissa Bajsa","265578343","265522650","L","Lakeland"
"1","L4710516","SLD","2830 BARNIE LN","LAKELAND","33812","HIGHLANDS SOUTH","2,072","$130,400","4","2","0","1973","None","Single Family Home","$2,225","52","52","72","USDA","03/29/2016","$62.74","$62.93","1.00","HOMEQUEST LLC","Donna Bryant","265500353","Roger Boyce, II","265500286","265500593","L","Lakeland"
"1","P4707136","SLD","1010 BARRETT AVE","DUNDEE","33838","LANIER HILLS","1,288","$81,000","4","2","0","1995","None","Single Family Home","$476","2","2","2","New Conventional","10/23/2015","$56.29","$62.89","1.12","BROKERS REALTY OF CENTRAL FLOR","Renee Butler","255000107","Jesus Canales","255000256","255001886","P","East Polk"
"1","T2792308","SLD","2864 BARTON PL","BARTOW","33830","GORDON HEIGHTS PH 02","962","$31,000","3","1","1","1971","None","Single Family Home","$744","69","69","69","All Cash","03/11/2016","$36.28","$32.22","0.89","Anchor Florida Realty LLC","Rod Banks","261533444","Rusty Longaberger","261012245","265501566","T","Tampa"
"1","S4819436","SLD","521 BASIL CT","POINCIANA","34759","POINCIANA NBRHD 03 SOUTH VILLAGE 07","1,505","$130,000","3","2","0","1990","Private","Single Family Home","$1,437","115","115","180","New Conventional","04/22/2016","$89.63","$86.38","0.96","IRIS INTERNATIONAL","Reeve Leventhal","272501566","Sylvia Torres","272550233","272502831","S","Osceola"
"1","T2776520","SLD","124 BASSEDENA CIR S","LAKELAND","33805","PINEHURST COURT SUB","972","$30,000","2","1","0","1947","None","Single Family Home","$78","205","205","206","All Cash","04/25/2016","$41.05","$30.86","0.75","CENTURY 21 ACCLAIM REALTY CO.","John Warner III","261548288","Jinny Febres Cordero","10218","272504879","T","Tampa"
"1","L4711984","SLD","301 BASSEDENA CIR S","LAKELAND","33805","PINEHURST COURT SUB","888","$33,101","3","1","0","1960","None","Single Family Home","$790","6","6","6","All Cash","03/24/2016","$33.78","$37.28","1.10","RE/MAX PARAMOUNT PROPERTIES","David Fridovich","265501763","Janet Shearer","305901","265500915","L","Lakeland"
"1","G4822708","SLD","2460 BATES AVE SW","WINTER HAVEN","33880","N/A","1,355","$60,000","3","2","0","1987","None","Single Family Home","$524","13","13","13","All Cash","03/21/2016","$46.49","$44.28","0.95","FLORIDA REAL ESTATE CENTER LLC","DJ Wilson, Jr.","260503992","NON MFR REALTOR","55055","123456789","G","Orlando Regional"
"1","O5391637","SLD","2463 BATES AVE SW","WINTER HAVEN","33880","WEST WINTER HAVEN REP","1,271","$60,909","3","2","0","1976","None","Single Family Home","$986","39","39","39","New Conventional","12/04/2015","$49.72","$47.92","0.96","OWNERS.COM","Steve Sibiga","261201966","Amy Reynolds","10258","255001009","O","Orlando Regional"
"1","P4705317","SLD","755 BATES AVE SW","WINTER HAVEN","33880","LINGER & NICHOLS SUB","1,824","$110,000","4","1","1","1920","Community, None","Single Family Home","$995","60","60","60","New Conventional","09/03/2015","$60.31","$60.31","1.00","BROKERS REALTY OF CENTRAL FLOR","Renee Butler","255000107","Jeremy Gomez","50847","261099091","P","East Polk"
"1","T2753999","SLD","1415 E BAY ST","BARTOW","33830","LIGHTSEYS U A SUB","1,250","$35,000","3","2","0","1967","None","Single Family Home","$127","8","8","8","All Cash","05/29/2015","$31.92","$28.00","0.88","COLDWELL BANKER RESIDENTIAL","Jean Bridgmon","261508223","Karen Myers","255000261","278520750","T","Tampa"
"1","S4821306","SLD","236 BAY DR","POINCIANA","34759","SOLIVITA PH 01","2,312","$215,000","3","3","0","2000","Community","Single Family Home","$2,912","129","129","129","All Cash","03/31/2016","$99.05","$92.99","0.94","WEICHERT REALTORS HALLMARK PRO","Lorraine Valdes","272506319","Cassie Lamoureux","56128","261203659","S","Orlando Regional"
"1","P4708907","SLD","306 BAY ST","AUBURNDALE","33823","MULLINGS SUB","1,344","$124,500","3","2","0","1950","None","Single Family Home","$1,217","46","46","46","New FHA","05/12/2016","$94.12","$92.63","0.98","C BUDDY JOHNSON REAL ESTATE","Buddy Johnson","255000103","Erin Harbuck","265522512","265501761","P","East Polk"
"1","B4700424","SLD","338 W BAY AVE","EAGLE LAKE","33839","WOLF WILLIAM SUB","960","$69,950","3","1","0","1935","None","Single Family Home","$1,007","30","30","30","New Conventional","11/16/2015","$72.86","$72.86","1.00","LANDSEARCH LLC","Lee Saunders","265500993","Lee Saunders","265500275","265500993","B","Bartow"
"1","E2202005","SLD","4107 BAY AVE SE","LAKELAND","33812","HASKELL","1,950","$174,900","3","2","0","1963","None","Single Family Home","$1,387","47","47","47","USDA","01/28/2016","$89.69","$89.69","1.00","REAL ESTATE INVESTMENT & ASSET","John Cain","265501494","Jordan Strader","772696","265505699","E","East Polk"
"1","P4707668","SLD","983 BAY CT","FROSTPROOF","33843","BLUE JORDAN FOREST","1,184","$85,000","3","2","0","1996","None","Single Family Home","$1,425","28","28","28","New Private","12/11/2015","$70.86","$71.79","1.01","STACEY TOWNS REALTY LLC","Lori Roberts","255000869","Johnnie Levin","265577983","265577993","P","East Polk"
"1","P4705687","SLD","1031 BAYCREST DR","LAKELAND","33805","ACREAGE & UNREC","1,050","$25,600","3","1","0","1962","None","Single Family Home","$466","9","9","32","All Cash","08/05/2015","$23.81","$24.38","1.02","RE/MAX PARAMOUNT PROPERTIES","Robert Miller, Jr","265501746","Chad Karr","265500286","265501388","P","Lakeland"
"1","S4802512","SLD","1007 BAYHILL","WINTER HAVEN","33884","CYPRESS GROVE","1,967","$161,500","4","3","0","1979","None","Single Family Home","$2,019","356","356","384","New FHA","10/23/2015","$91.46","$82.10","0.90","WATSON REALTY CORP.","Don Migliore, PA","278023629","David Acosta","51957E","261082493","S","Osceola"
"1","O5405539","SLD","101 BAYPOINT DR","DAVENPORT","33837","OAKPOINT","1,902","$188,500","3","2","0","1996","Private","Single Family Home","$2,364","43","12","12","All Cash","01/14/2016","$105.15","$99.11","0.94","LA ROSA REALTY, LLC","Bill Pennington","255001783","Patricia Conway","771292","261549279","O","Orlando Regional"
"1","S4816083","SLD","112 BAYPOINT DR","DAVENPORT","33837","OAKPOINT","1,342","$158,000","3","2","0","1998","Private","Single Family Home","$1,859","35","35","35","New FHA","08/31/2015","$118.48","$117.73","0.99","ROCKROSE REALTY","Susan Barnes","272500256","Michael Randazzo","260502884","260503872","S","Osceola"
"1","S4819222","SLD","162 BAYPOINT DR","DAVENPORT","33837","OAKPOINT","2,123","$209,900","4","3","0","1993","Private","Single Family Home","$1,260","137","137","155","New FHA","02/19/2016","$98.87","$98.87","1.00","COLDWELL BANKER ACKLEY REALTY","Dorothy Buse","272500115","Jessica Reyes","51957J","261211015","S","Osceola"
"1","S4714229","SLD","117 BAYSWATER LN","DAVENPORT","33897","VILLAS OF WESTRIDGE PH 5A","1,596","$160,000","4","3","0","1999","Community, Private","Single Family Home","$2,216","851","851","852","All Cash","11/09/2015","$109.65","$100.25","0.91","WEICHERT REALTORS HALLMARK PRO","Tracey Hayes","272505998","NON MFR REALTOR","55055","123456789","S","Orlando Regional"
"1","P4701738","SLD","10835 W BEACH PKWY","LAKE WALES","33898","TIOTIE BEACH ESTATES UNIT 01","1,544","$115,000","3","2","0","1988","None","Single Family Home","$877","213","213","237","New FHA","07/07/2015","$74.48","$74.48","1.00","KELLER WILLIAMS RLTY LK WALES","Cheryl Bossarte","255000917","Laurie Nock","255000565","255001847","P","East Polk"
