"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5419551","ACT","272 SANTA ROSA DR","WINTER HAVEN","33884","OVERLOOK ESTATES","2,395","$234,900","3","3","1","1988","None","Single Family Home","$3,391","95","95","","","","$98.08","","","USREALTY.COM LLP","Ryan Gehris","261097045","","","","O","Orlando Regional"
"1","L4711535","ACT","223 SANTA ROSA DR","WINTER HAVEN","33884","OVERLOOK ESTATES","2,314","$239,900","4","2","0","1987","Private","Single Family Home","$1,374","102","102","","","","$103.67","","","XCELLENCE REALTY INC","Evelyn Broxterman","265501756","","","","L","Orlando Regional"
"1","L4713262","ACT","715 SARATOGA AVE","LAKELAND","33815","SKYLINE ACRES","836","$35,500","2","1","0","1959","None","Single Family Home","$903","12","12","","","","$42.46","","","XCELLENCE REALTY INC","Charlotte Ives","265501202","","","","L","Orlando Regional"
"1","G4823866","ACT","1030 S SCENIC HWY","LAKE WALES","33853","RIDGE MANOR","1,764","$81,000","3","2","0","1974","None","Single Family Home","$628","71","71","","","","$45.92","","","FLORIDA REAL ESTATE CENTER LLC","DJ Wilson, Jr.","260503992","","","","G","Orlando Regional"
"1","K4700223","ACT","1800 N SCENIC HWY","BABSON PARK","33827","CROOKED LAKE","1,609","$425,000","3","2","0","1950","Private","Single Family Home","$1,921","537","537","","","","$264.14","","","LEGACY REAL ESTATE CENTER INC","Dolores Vogel","265000008","","","","K","Lake Wales"
"1","K4700479","ACT","2000 N SCENIC HWY","BABSON PARK","33827","CROOKED LAKE","2,014","$399,900","2","1","1","1948","None","Single Family Home","$2,848","367","367","","","","$198.56","","","WESTLAKE REAL ESTATE CO., INC.","Heidi Gravel","255000150","","","","K","Lake Wales"
"1","P4708910","ACT","2300 N SCENIC HWY Unit#42","LAKE WALES","33898","MOUNTAIN LAKE UNREC","4,869","$1,495,000","3","3","2","1925","Private","Single Family Home","$9,153","103","103","","","","$307.04","","","BROKERS REALTY OF CENTRAL FLOR","Renee Butler","255000107","","","","P","East Polk"
"1","L4711935","ACT","5728 SCOTT LAKE RD","LAKELAND","33813","NOT IN SUBDIVISION","2,156","$199,000","3","2","1","1988","None","Single Family Home","$2,338","82","82","","","","$92.30","","","KELLER WILLIAMS REALTY","Kim McKeel","265501127","","","","L","Lakeland"
"1","L4713546","ACT","1320 SCOTTSLAND DR","LAKELAND","33813","SCOTTSLAND SOUTH SUB","3,154","$318,000","4","3","0","1981","Private","Single Family Home","$3,614","1","1","","","","$100.82","","","KELLER WILLIAMS REALTY","Christina Moore","265505713","","","","L","Lakeland"
"1","L4711788","ACT","1191 SCRUB JAY TRL","FROSTPROOF","33843","BLUE JORDAN FOREST","3,416","$375,000","4","3","1","1994","Private","Single Family Home","$2,150","89","89","","","","$109.78","","","KELLER WILLIAMS REALTY","Jeanne Sherrard","265500986","","","","L","Lakeland"
"1","P4709847","ACT","1987 SCRUB JAY TRL","FROSTPROOF","33843","BLUE JORDAN FOREST","2,427","$299,000","3","2","0","1996","None","Single Family Home","$1,907","38","38","","","","$123.20","","","KELLER WILLIAMS RLTY LK WALES","Cheryl Bossarte","255000917","","","","P","East Polk"
"1","L4713140","ACT","6072 SEAGULL","LAKELAND","33809","SANDPIPER","1,450","$155,500","2","2","0","1987","Community","Single Family Home","$838","19","19","","","","$107.24","","","OLIVE BRANCH REALTY","Michael Springer","261547896","","","","L","Lakeland"
"1","L4712715","ACT","1654 SEMINOLE RD","BABSON PARK","33827","N/A","3,008","$559,000","3","3","0","1972","None","Single Family Home","$6,544","40","40","","","","$185.84","","","WEBPRO REALTY, LLC","Geoff Ingram","265501541","","","","L","Lakeland"
"1","L4706896","ACT","1905 SEMINOLE TRL","LAKELAND","33803","BEACON HILL","2,443","$309,900","3","2","0","1920","None","Single Family Home","$2,109","346","346","","","","$126.85","","","KELLER WILLIAMS REALTY","Gate Arty","265500397","","","","L","Lakeland"
"1","L4706109","ACT","1927 SEMINOLE TRL","LAKELAND","33803","BEACON HILL","2,798","$339,000","4","2","1","1924","None","Single Family Home","$1,474","374","374","","","","$121.16","","","KELLER WILLIAMS REALTY","Gate Arty","265500397","","","","L","Lakeland"
"1","P4707540","ACT","2732 SEQUOYAH DR","HAINES CITY","33844","SEQUOYAH RIDGE","2,782","$349,900","4","3","0","1999","Private","Single Family Home","$2,481","208","208","","","","$125.77","","","STACEY TOWNS REALTY LLC","Stacey Towns","255001015","","","","P","East Polk"
"1","P4707459","ACT","2914 SEQUOYAH CIR","HAINES CITY","33844","SEQUOYAH RIDGE","3,135","$299,900","5","3","1","1999","Private","Single Family Home","$2,531","215","215","","","","$95.66","","","BY DESIGN REAL ESTATE SERVICES","Irene Bryan","265501019","","","","P","East Polk"
