"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5380268","SLD","1415 S EOLA DR","ORLANDO","32806","SUMMERLIN HILLS","1,975","$370,000","3","2","0","1954","None","Single Family Home","$2,949","20","20","22","New Conventional","09/28/2015","$197.42","$187.34","0.95","BREC PROPERTIES INC","Bj Edens, Jr","261073734","James or Doc Delgado","272504063","272504351","O","Orlando Regional"
"1","O5357708","SLD","500 S EOLA DR","ORLANDO","32801","F T POYNTERS ADD","2,544","$460,000","4","4","0","1905","None","Single Family Home","$6,180","45","45","45","New Conventional","06/30/2015","$186.71","$180.82","0.97","COLDWELL BANKER RESIDENTIAL RE","Alex Vastardis","261063522","Christopher Paul","50164","261206133","O","Orlando Regional"
"1","O5347571","SLD","828 N EOLA DR","ORLANDO","32803","WAYS ADD TO ORLANDOANDO","1,860","$420,000","4","2","1","1930","None","Single Family Home","$4,150","15","15","15","New Conventional","05/28/2015","$241.67","$225.81","0.93","WINTER PARK LAND CO.","Anthony Consalvo","261002702","JOYCE DOWD","50344","261087737","O","Orlando Regional"
"1","O5375219","SLD","1115 EPSON OAKS WAY","ORLANDO","32837","SOUTHCHASE PH 01A PRCL 14 15","1,684","$184,000","3","2","0","1999","None","Single Family Home","$1,643","34","34","34","New FHA","08/27/2015","$113.42","$109.26","0.96","PALMS REALTY LLC","Chandra Gibson","261071921","Dela Armstrong","50740","261200321","O","Orlando Regional"
"1","S4821137","SLD","1168 EPSON OAKS WAY","ORLANDO","32837","SOUTHCHASE PH 01A PRCL 14 15","1,934","$180,000","4","2","0","2000","None","Single Family Home","$1,882","10","10","10","New Conventional","11/30/2015","$90.43","$93.07","1.03","COLDWELL BANKER ACKLEY REALTY","Susan Jackovich","261092097","Sylvia Marchese","272503315","261015723","S","Osceola"
"1","S4824023","SLD","1237 EPSON OAKS WAY","ORLANDO","32837","SOUTHCHASE PH 01A PRCL 14 15","1,546","$193,000","3","2","0","2000","None","Single Family Home","$1,664","51","51","3","New FHA","01/25/2016","$124.19","$124.84","1.01","LA ROSA REALTY, LLC","Deborah King","261091716","Arla Howell","50096","272504223","S","Orlando Regional"
"1","S4815156","SLD","1258 EPSON OAKS WAY","ORLANDO","32837","SOUTHCHASE PH 01A PRCL 14 15","2,690","$180,000","4","2","1","2000","None","Single Family Home","$3,099","43","43","48","All Cash","07/17/2015","$75.39","$66.91","0.89","BHHS RESULTS REALTY","Jeffrey Perry","272500203","William Wiard","260031301","260016125","S","Osceola"
"1","O5394440","SLD","1364 EPSON OAKS WAY","ORLANDO","32837","SOUTHCHASE PH 01A PRCL 14 15","2,524","$254,000","4","2","1","1999","None","Single Family Home","$3,059","41","41","41","New FHA","01/15/2016","$100.99","$100.63","1.00","KIFF REALTY INC","Eric Elbaz","272503663","Ingrid Coe","261012232","261213145","O","Orlando Regional"
"1","O5401954","SLD","4137 EQUESTRIAN LN","WINDERMERE","34786","FARMS","3,133","$492,000","4","3","0","1990","Private","Single Family Home","$6,209","28","28","29","New Private","02/12/2016","$167.57","$157.04","0.94","BHHS Florida Realty","John McGuire","261073910","Francisco Chavez","60115","272507314","O","Orlando Regional"
"1","O5402720","SLD","1113 ERROL PKWY","APOPKA","32712","ERROL ESTATE","2,448","$252,500","4","2","0","1972","Private","Single Family Home","$2,382","18","18","18","All Cash","12/15/2015","$112.34","$103.15","0.92","ARROWSMITH REALTY INC","Janine Arrowsmith","261204444","Carroll Woehr","51957E","261020842","O","Orlando Regional"
