"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5407873","SLD","6803 COLONY OAKS LN","ORLANDO","32818","COLONY","1,738","$161,000","3","2","1","1988","None","Single Family Home","$2,037","25","25","25","New FHA","03/07/2016","$94.94","$92.64","0.98","KELLER WILLIAMS AT THE PARKS","Naomi Mejias","261212127","Naomi Mejias","56037","261212127","O","Orlando Regional"
"1","O5383166","SLD","6816 COLONY OAKS LN","ORLANDO","32818","COLONY","1,303","$95,000","3","2","0","1986","None","Single Family Home","$1,799","19","19","19","All Cash","08/31/2015","$76.67","$72.91","0.95","CHARLES RUTENBERG REALTY","Gina Francis","261081899","Spencer Lindahl","261011687","837008342","O","Orlando Regional"
"1","O5421801","SLD","6906 COLONY OAKS LN","ORLANDO","32818","COLONY","1,303","$91,000","3","2","0","1986","None","Single Family Home","$911","50","40","46","All Cash","04/18/2016","$68.99","$69.84","1.01","MICKEY HAGE INC","Mickey Hage","261011104","Kim Lam","59174F","261083257","O","Orlando Regional"
"1","O5384223","SLD","2941 COLORADO AVE","ORLANDO","32826","COLLEGE HEIGHTS","1,350","$130,500","3","1","0","1982","None","Single Family Home","$781","33","33","38","New Conventional","11/12/2015","$102.89","$96.67","0.94","CONNECT REALTY.COM INC","Kevin Thorner","261088777","Luis Cancel","261011279","261020507","O","Orlando Regional"
"1","O5371617","SLD","3222 COLORADO AVE","ORLANDO","32826","COLLEGE HEIGHTS PH 02","1,433","$148,000","3","2","0","1991","None","Single Family Home","$2,145","0","0","0","New FHA","07/31/2015","$104.68","$103.28","0.99","KELLER WILLIAMS ADVANTAGE 2","Beth Hobart","261091610","Beth Hobart","59638","261091610","O","Orlando Regional"
"1","O5368085","SLD","5320 COLT CT","ORLANDO","32810","RI MAR RIDGE","1,325","$137,000","3","1","1","1959","Private","Single Family Home","$1,444","36","36","36","New FHA","07/17/2015","$101.89","$103.40","1.01","DIVERSIFIED REALTY HOLDINGS","James Broadus","261082685","Diana Boyesen","54321","261069703","O","Orlando Regional"
"1","O5404503","SLD","5339 COLT CT","ORLANDO","32810","RI MAR RIDGE","1,933","$140,900","4","2","0","1959","None","Single Family Home","$741","154","99","99","Assume FHA/VA","04/18/2016","$72.89","$72.89","1.00","DECONOVA INTERNATIONAL REALTY","Carlos Gomez","261091709","Tina Declercq","260503109","261205714","O","Orlando Regional"
"1","O5364570","SLD","1613 COLTON DR","ORLANDO","32822","AZALEA PARK SEC 27","1,256","$135,000","3","2","0","1959","Private","Single Family Home","$751","30","30","43","New FHA","08/05/2015","$111.39","$107.48","0.96","OLDE TOWN BROKERS INC","Jay Wood","261095647","Lubeiva Arias","56563","261200083","O","Orlando Regional"
"1","S4814505","SLD","1719 COLTON DR","ORLANDO","32822","AZALEA PARK SEC 27","1,116","$80,000","3","1","0","1959","None","Single Family Home","$1,372","10","10","10","All Cash","06/24/2015","$66.49","$71.68","1.08","BHHS RESULTS REALTY","Jeffrey Perry","272500203","Caridad Javier","261010790","261084486","S","Osceola"
"1","O5371839","SLD","2316 COLTON DR","ORLANDO","32822","AZALEA PARK SEC 33","1,324","$132,500","4","2","0","1961","None","Single Family Home","$1,600","5","5","5","New FHA","08/24/2015","$101.89","$100.08","0.98","KELLER WILLIAMS AT THE PARKS","Marc George","261097429","Trisha Anderson","51957D","261086105","O","Orlando Regional"
"1","O5353742","SLD","2322 COLTON DR","ORLANDO","32822","AZALEA PARK SEC 33","1,970","$133,500","5","3","0","1961","None","Single Family Home","$795","136","136","41","New FHA","07/31/2015","$67.77","$67.77","1.00","TREE REALTY","Geoffrey Soloven","261065518","Juan Troche","50900","261206785","O","Orlando Regional"
"1","O5361317","SLD","3411 COLUMBIA ST","ORLANDO","32805","WASHINGTON SHORES SUB","984","$43,000","3","1","0","1952","None","Single Family Home","$560","24","24","8","All Cash","05/15/2015","$47.76","$43.70","0.91","SAND DOLLAR REALTY GROUP INC","Robert Arnold, Jr.","261061021","Jeremy Edwards","54033","261211038","O","Orlando Regional"
"1","O5394614","SLD","11 E COLUMBUS ST","OCOEE","34761","OCOEE TOWN","1,074","$65,000","2","1","0","1946","None","Single Family Home","$692","48","48","48","All Cash","11/20/2015","$65.08","$60.52","0.93","FLORIDA TRUST REALTY.COM LLC","Mo Nations","261061112","Wayne Shelton","53786A","261004894","O","Orlando Regional"
"1","O5434768","SLD","812 COLYER ST","ORLANDO","32805","W E GORES ADD","1,120","$49,000","3","1","0","1930","None","Single Family Home","$612","5","5","6","All Cash","05/09/2016","$43.75","$43.75","1.00","RE/MAX ASSURED","Julio Ortiz, PA","261215484","Ann Marie Manieri","52403","261211991","O","Orlando Regional"
"1","O5375195","SLD","9403 COMEAU ST","GOTHA","34734","CITRUS OAKS PH 02","996","$132,000","2","2","0","1989","None","Single Family Home","$900","9","9","9","New Conventional","08/17/2015","$140.46","$132.53","0.94","CHARLES RUTENBERG REALTY","Paul Larson","261200934","Rick Martin","51957EE","261204575","O","Orlando Regional"
"1","O5353620","SLD","9410 COMEAU ST","GOTHA","34734","CITRUS OAKS PH 02 REP","1,670","$124,000","3","2","1","1989","None","Single Family Home","$2,299","45","45","45","New Conventional","07/27/2015","$74.55","$74.25","1.00","REAL ESTATE PROFESSIONALS SE","David Kellam","261010527","Lorena Perdomo","261012158","261210666","O","Orlando Regional"
"1","O5368691","SLD","10224 COMFORT CIR","ORLANDO","32825","COUNTRYWALK UNIT 01","1,518","$167,000","4","2","0","1989","Private","Single Family Home","$1,639","4","4","4","All Cash","06/17/2015","$108.55","$110.01","1.01","RE/MAX CENTRAL REALTY","Karen Arbutine","261074600","Javier Gines","51957E","261207539","O","Orlando Regional"
