"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5429282","SLD","277 MISTY MEADOW DR","OCOEE","34761","WHITEHILL PH 01","1,692","$185,000","3","2","0","1993","None","Single Family Home","$3,008","5","5","5","New Conventional","04/22/2016","$109.34","$109.34","1.00","C & S REALTY","Char Sibiga, PA","261066940","Drew Belani","261012230","261098557","O","Orlando Regional"
"1","O5380912","SLD","328 MISTY MEADOW DR","OCOEE","34761","WHITEHILL PH 01","1,963","$188,000","3","2","0","1994","None","Single Family Home","$2,902","37","37","37","New FHA","10/23/2015","$96.74","$95.77","0.99","CHIODO REALTY GROUP INC","Jason Eckles","272505804","Christopher Siegfried","50535","261208561","O","Orlando Regional"
"1","O5377400","SLD","12013 MOCCASIN CT","ORLANDO","32828","HUCKLEBERRY FIELDS TR N2B UNIT 01","1,677","$188,000","4","2","1","1993","None","Single Family Home","$1,412","8","8","8","New FHA","08/17/2015","$116.22","$112.10","0.96","GLOBAL REALTY INTERNATIONAL","Erin Aldinger","261083403","Robert Paolini","260010721","260039765","O","Orlando Regional"
"1","O5395804","SLD","12024 MOCCASIN CT","ORLANDO","32828","WATERFORD LAKES","1,788","$198,500","3","2","1","1992","Community","Single Family Home","$1,479","29","29","34","New VA","12/18/2015","$122.48","$111.02","0.91","CHARLES RUTENBERG REALTY","Terry Porter","261065104","Terry Porter","50096","261065104","O","Orlando Regional"
"1","O5377890","SLD","3709 MOCKINGBIRD LN","ORLANDO","32803","AUDUBON PARK TANAGER SEC","1,675","$265,000","3","2","0","1954","None","Single Family Home","$4,313","215","215","215","New Conventional","04/05/2016","$166.57","$158.21","0.95","WEICHERT REALTORS HALLMARK PR","Kenneth Teixeira","261090346","Luis Zamora","51584C","261209165","O","Orlando Regional"
"1","O5376001","SLD","3910 MOCKINGBIRD LN","ORLANDO","32803","AUDUBON PARK FLAMINGO","1,375","$243,000","3","2","0","1955","None","Single Family Home","$2,859","11","11","11","New FHA","07/31/2015","$178.18","$176.73","0.99","RE/MAX 200 REALTY","Ed Klein","261205453","Amanda Douglas","56037","261211070","O","Orlando Regional"
"1","L4707176","SLD","1630 MOHAWK TRL","MAITLAND","32751","DOMMERICH WOODS","1,764","$270,000","4","2","0","1961","Private","Single Family Home","$2,109","8","8","20","All Cash","07/14/2015","$158.16","$153.06","0.97","LA ROSA REALTY, LLC","Bob Armstrong","272501984","Alison Mosley","51957E","261087894","L","Orlando Regional"
"1","O5383646","SLD","1760 MOHAWK TRL","MAITLAND","32751","DOMMERICH ESTATES 3RD ADD","2,681","$545,000","4","4","0","1959","Private","Single Family Home","$4,274","286","153","174","New Conventional","02/29/2016","$210.70","$203.28","0.96","COLDWELL BANKER RESIDENTIAL RE","Mick Night","261010033","Loralee Rider","261012162","261086539","O","Orlando Regional"
"1","O5412105","SLD","2015 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS","2,359","$375,000","5","2","0","1960","None","Single Family Home","$2,632","14","14","14","New Conventional","02/24/2016","$165.28","$158.97","0.96","RIVER CITY REALTY OF CENT FL","Carol Welker","261005552","Megan Cross","51588","261085296","O","Orlando Regional"
"1","O5372855","SLD","2027 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS","1,960","$390,000","4","2","0","1961","None","Single Family Home","$3,684","0","0","0","New Conventional","06/10/2015","$198.98","$198.98","1.00","RE/MAX PROPERTIES SW INC.","Carmen Aridas","261013575","Carmen Aridas","52626","261013575","O","Orlando Regional"
"1","O5350525","SLD","2101 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS","2,793","$500,000","3","3","0","1963","Private","Single Family Home","$6,096","92","92","38","New Conventional","06/11/2015","$178.66","$179.02","1.00","COLDWELL BANKER RESIDENTIAL RE","Gail Johnson","261003151","Nancy Bagby","51588","261001145","O","Orlando Regional"
"1","O5413897","SLD","2106 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS","2,137","$365,000","4","2","0","1962","None","Single Family Home","$4,852","69","69","69","Not Applicable","05/04/2016","$176.88","$170.80","0.97","AMERITEAM REALTY, INC.","Julie Voss","276002070","Bryan Blake","54033","261209520","O","Orlando Regional"
"1","O5413874","SLD","2144 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS","2,000","$368,000","3","2","0","1961","None","Single Family Home","$2,692","43","43","0","New Conventional","12/29/2015","$184.00","$184.00","1.00","COLDWELL BANKER RESIDENTIAL RE","Ingrid Livingston","261211203","Ingrid Livingston","51957E","261211203","O","Orlando Regional"
"1","O5437835","SLD","2410 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS FIRST ADD","2,000","$400,000","4","2","0","1963","Private","Single Family Home","$3,326","69","0","0","New Conventional","04/29/2016","$200.00","$200.00","1.00","TNG PROPERTIES","Greg Norris","171015901","Cliff Collins, PA","54321","261050664","O","Orlando Regional"
"1","O5415888","SLD","2423 MOHAWK TRL","MAITLAND","32751","DOMMERICH HILLS FIRST ADD","2,194","$373,000","4","2","1","1963","Private","Single Family Home","$3,423","48","48","48","New Conventional","04/18/2016","$182.27","$170.01","0.93","WINTER PARK LAND CO.","Mary Colton","261006910","Alison Mosley","51957E","261087894","O","Orlando Regional"
"1","O5359394","SLD","1771 MOHICAN TRL","MAITLAND","32751","DOMMERICH ESTATES 4TH ADD","2,608","$471,000","4","3","0","1959","None","Single Family Home","$3,098","52","52","52","New Conventional","06/26/2015","$185.97","$180.60","0.97","COLDWELL BANKER RESIDENTIAL RE","Alison Mosley","261087894","Alison Mosley","51957E","261087894","O","Orlando Regional"
"1","O5423521","SLD","1850 MOHICAN TRL","MAITLAND","32751","DOMMERICH ESTATES 4TH ADD","2,042","$445,000","3","2","1","1960","Private","Single Family Home","$4,452","0","0","0","Other","03/01/2016","$217.92","$217.92","1.00","BHHS FLORIDA REALTY","Tricia Ramsby","261017305","Tricia Ramsby","59174F","261017305","O","Orlando Regional"
"1","O5400999","SLD","1921 MOHICAN TRL","MAITLAND","32751","DOMMERICH - WINDSOR PARK","1,758","$302,000","3","2","0","1967","Private","Single Family Home","$1,513","66","66","66","All Cash","01/19/2016","$181.46","$171.79","0.95","FANNIE HILLMAN & ASSOCIATES","MaryStuart Day","261071696","Alison Mosley","51957E","261087894","O","Orlando Regional"
"1","O5409581","SLD","860 MOJAVE TRL","MAITLAND","32751","DOMMERICH ESTATES 4TH ADD","1,668","$335,000","3","2","0","1959","None","Single Family Home","$3,680","3","3","3","New Conventional","01/14/2016","$200.84","$200.84","1.00","FANNIE HILLMAN & ASSOCIATES","Catherine D'Amico","261009176","Jennifer Sloan","55779","261072962","O","Orlando Regional"
"1","O5412738","SLD","3515 MOLONA DR","ORLANDO","32837","HUNTERS CREEK TR 235B PH 04","2,380","$330,000","4","2","0","1990","Private","Single Family Home","$2,814","49","49","49","New Conventional","05/03/2016","$149.12","$138.66","0.93","STOCKWORTH REALTY GROUP","Sandra Gee","261006211","Flavio Alves","261010687","261086421","O","Orlando Regional"
"1","O5362956","SLD","2134 MONASTERY CIR","ORLANDO","32822","ROYAL MANOR ESTATES","2,530","$223,500","4","2","0","1985","Private","Single Family Home","$2,757","100","100","156","New VA","12/04/2015","$92.89","$88.34","0.95","KELLER WILLIAMS ADVANTAGE 2","Tuan Trinh","272505456","Clara Calderon","50847","277032610","O","Orlando Regional"
"1","O5352020","SLD","5006 MONET AVE","BELLE ISLE","32812","LAKE CONWAY ESTATES","2,332","$209,900","5","2","1","1962","Private","Single Family Home","$3,767","678","56","186","All Cash","10/08/2015","$90.01","$90.01","1.00","KELLER WILLIAMS ADVANTAGE 2","Ray Lopez","261082173","Marty Pirochta","261011559","261203038","O","Orlando Regional"
"1","O5381968","SLD","5102 MONET AVE","BELLE ISLE","32812","LAKE CONWAY ESTATES","1,809","$230,000","3","2","0","1960","None","Single Family Home","$1,887","10","10","10","New Conventional","08/28/2015","$126.53","$127.14","1.00","FLORIDA REALTY INVESTMENTS","Kevin Chrouch","261066186","Katie Swanson","261011384","261210948","O","Orlando Regional"
"1","O5364029","SLD","3379 MONIKA CIR","ORLANDO","32812","ANDERSON PLACE","1,947","$238,000","3","2","0","1981","None","Single Family Home","$2,114","111","111","111","New FHA","10/19/2015","$123.01","$122.24","0.99","KELLER WILLIAMS WINTER PARK","Allison Hunter","261086252","James Rouadi","261010496","261202147","O","Orlando Regional"
"1","O5429378","SLD","1515 MONTANA ST","ORLANDO","32803","COLONIAL OAKS SUB","1,447","$305,000","3","2","1","1997","Community","Single Family Home","$3,890","6","6","6","New Conventional","05/07/2016","$206.63","$210.78","1.02","OLDE TOWN BROKERS INC","Rob Gaudreau","261082119","Richard Cunningham","53164","261213217","O","Orlando Regional"
"1","O5382967","SLD","2202 MONTANA ST","ORLANDO","32803","NORTH HAMPTON PARK","1,484","$245,000","3","1","1","1954","Community, None","Single Family Home","$1,459","8","8","8","New Conventional","09/04/2015","$173.18","$165.09","0.95","COLONIALTOWN REALTY","Lauren Lester","261207184","Valerie Kennedy","53726","261009555","O","Orlando Regional"
"1","O5362339","SLD","818 MONTANA ST","ORLANDO","32803","MOUNT VERNON HEIGHTS","1,040","$215,000","3","2","0","1930","None","Single Family Home","$2,183","22","22","56","New Conventional","07/20/2015","$216.35","$206.73","0.96","COLDWELL BANKER RESIDENTIAL RE","Rick Martin","261204575","Brad Chancey","261010994","261203241","O","Orlando Regional"
"1","O5406452","SLD","1045 MONTCALM ST","ORLANDO","32806","SOUTHERN OAKS UNIT 03","2,738","$482,500","4","3","0","1971","Private","Single Family Home","$5,588","8","8","8","New Conventional","01/15/2016","$173.48","$176.22","1.02","OLDE TOWN BROKERS INC","Patricia Sprague","261061262","Donald Harkins, III","54257A","261205787","O","Orlando Regional"
"1","O5381165","SLD","1452 MONTCALM ST","ORLANDO","32806","SOUTHERN OAKS UNIT 06","3,567","$460,000","4","2","2","1978","Private","Single Family Home","$7,201","60","60","21","New Conventional","09/18/2015","$138.77","$128.96","0.93","STRICKLAND REALTY GROUP INC","Nancy Strickland","261093627","Scott Garstka","50933","261070211","O","Orlando Regional"
"1","O5352062","SLD","1411 MONTCLAIR RD","ORLANDO","32812","LILAC TERRACE","2,132","$187,000","3","2","0","1959","Private","Single Family Home","$1,559","72","72","72","Assume FHA/VA","07/10/2015","$88.65","$87.71","0.99","KELLER WILLIAMS ADVANTAGE 2","Ray Lopez","261082173","Jackie Ropizar","261011211","272502046","O","Orlando Regional"
"1","O5422387","SLD","1824 MONTEBURG DR","ORLANDO","32825","ORLANDO IMPROV CO 01","1,448","$230,000","3","2","0","1982","Private","Single Family Home","$1,770","17","17","17","New FHA","04/22/2016","$169.20","$158.84","0.94","ORLANDO ADVANTAGE REALTY INC","Yadira Kitterman","261060573","Bruce Gordon","56037","261210603","O","Orlando Regional"
"1","O5420604","SLD","3309 MONTEEN DR","ORLANDO","32806","LAKE MARGARET TERRACE ADD 04","1,595","$237,500","3","2","0","1961","None","Single Family Home","$3,469","11","11","11","New FHA","04/11/2016","$156.74","$148.90","0.95","AMERITEAM REALTY, INC.","Maritsa De Jesus","255506108","Doris Pina","56563","261065974","O","Orlando Regional"
"1","O5366135","SLD","1829 MONTEREY AVE","ORLANDO","32804","COUNTRY CLUB ESTATES","2,139","$520,000","3","2","0","1955","None","Single Family Home","$3,656","0","0","0","All Cash","08/07/2015","$254.79","$243.10","0.95","ANNE ROGERS REALTY GROUP INC","Anne Brownlee","261092138","Anne Brownlee","59339","261092138","O","Orlando Regional"
"1","S4817632","SLD","9156 MONTEVELLO DR","ORLANDO","32818","MAGNOLIA SPGS","1,545","$185,500","3","2","0","1985","None","Single Family Home","$1,349","14","14","14","New FHA","10/01/2015","$115.86","$120.06","1.04","EXIT REALTY CHAMPIONS","Kayla Kresin","272507361","Erin Wanner","50198","261201117","S","Orlando Regional"
"1","O5393464","SLD","9187 MONTEVELLO DR","ORLANDO","32818","MAGNOLIA SPRINGS","1,742","$180,000","4","2","0","1984","Private","Single Family Home","$1,581","40","40","40","New FHA","12/11/2015","$100.46","$103.33","1.03","KELLER WILLIAMS AT THE PARKS","Steve Cohen","261065311","Heather Carr","261011522","261209187","O","Orlando Regional"
"1","O5371578","SLD","1390 MONTHEATH CIR","OCOEE","34761","RESERVE UNIT 01","1,606","$184,900","3","2","0","2000","None","Single Family Home","$2,729","5","5","5","New Conventional","07/28/2015","$115.13","$115.13","1.00","KNS REALTY INC","Sohan Singh","261096761","Tina Amenhauser","51122I","261073489","O","Orlando Regional"
"1","O5347902","SLD","6515 MOONSHELL CT","ORLANDO","32819","HIDDEN BEACH","2,338","$314,000","4","3","0","1986","Private","Single Family Home","$3,194","87","87","33","New Conventional","05/15/2015","$145.38","$134.30","0.92","RE/MAX 200 REALTY","Darrell Nunnelley","261009518","Michele Nunnelley","52403","261062215","O","Orlando Regional"
