"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5423295","ACT","14 DORCAS CT","ORLANDO","32811","MALIBU GROVES SECOND ADD","905","$64,900","2","1","0","1968","None","Single Family Home","$757","78","78","","","","$71.71","","","MIDTOWN REALTY OF ORLANDO","Aida Martin","261003703","","","","O","Orlando Regional"
"1","O5424080","ACT","1100 DORCHESTER ST","ORLANDO","32803","LAKE OAKS","3,053","$849,000","4","3","0","1951","Private","Single Family Home","$8,388","74","74","","","","$278.09","","","COLDWELL BANKER RESIDENTIAL RE","Aileen MacDonald","261210372","","","","O","Orlando Regional"
"1","O5436508","ACT","5018 DORIAN AVE","BELLE ISLE","32812","LAKE CONWAY ESTATES","2,895","$345,000","5","3","0","1963","Private","Single Family Home","$3,315","17","17","","","","$119.17","","","KELLER WILLIAMS AT THE PARKS","Cara Read","261084985","","","","O","Orlando Regional"
"1","O5409690","ACT","845 DOUGLAS AVE","WINTER PARK","32789","WINTER PARK","1,084","$180,000","3","2","0","1930","None","Single Family Home","$1,217","151","151","","","","$166.05","","","KELLER WILLIAMS WINTER PARK","Lisa Hill","261200780","","","","O","Orlando Regional"
"1","O5424933","ACT","2546 DOVETAIL DR","OCOEE","34761","COVENTRY AT OCOEE PH 02","1,817","$165,000","3","2","0","1992","None","Single Family Home","$3,101","74","74","","","","$90.81","","","METRO BROKERS REALTY","Cindy Elkhander","261087247","","","","O","Orlando Regional"
"1","O5437410","ACT","9101 DOWN CREST WAY","WINDERMERE","34786","LAKE DOWN CREST","3,469","$625,000","5","3","1","1994","Private","Single Family Home","$6,738","12","12","","","","$180.17","","","KELLER WILLIAMS CLASSIC RLTY V","Lionel Nau","261206568","","","","O","Orlando Regional"
"1","O5423828","ACT","10403 DOWN LAKEVIEW CIR","WINDERMERE","34786","LAKES","3,132","$518,000","4","3","0","1988","Private","Single Family Home","$5,547","74","74","","","","$165.39","","","KELLER WILLIAMS CLASSIC REALTY","Dolores Vickers","261212458","","","","O","Orlando Regional"
"1","O5418118","ACT","3418 DOWNEAST LN","WINDERMERE","34786","ACREAGE & UNREC","3,528","$799,900","5","3","0","1966","None","Single Family Home","$14,882","102","102","","","","$226.73","","","REAL ESTATE PROFESSIONALS SE","David Kellam","261010527","","","","O","Orlando Regional"
"1","O5417704","ACT","1424 DRAYTON CT","ORLANDO","32825","EASTON SUB","1,120","$119,900","2","2","0","1984","None","Single Family Home","$1,496","29","29","","","","$107.05","","","KELLER WILLIAMS CLASSIC II","Phillip Freeman","261208465","","","","O","Orlando Regional"
"1","O5439035","ACT","1036 DRIFT CREEK CV","ORLANDO","32828","BRIDGE WATER","2,542","$269,900","5","3","0","1999","None","Single Family Home","$2,481","5","5","","","","$106.18","","","KELLER WILLIAMS ADVANTAGE 2","George Philbeck","261074673","","","","O","Orlando Regional"
"1","S4814001","ACT","702 DRIVER AVE","WINTER PARK","32789","DUBSDREAD HEIGHTS","4,072","$475,000","6","6","1","1935","None","Single Family Home","$2,108","378","378","","","","$116.65","","","HOMEFIRST REALTY","Jamal Sultan","282010481","","","","S","Osceola"
"1","O5413387","ACT","912 DRUID RD","MAITLAND","32751","ACREAGE & UNREC","4,544","$794,000","6","5","0","1988","Private","Single Family Home","$9,602","122","122","","","","$174.74","","","COLDWELL BANKER RESIDENTIAL RE","Missy King","261012770","","","","O","Orlando Regional"
"1","O5435928","ACT","1300 DRUID ISLE RD","MAITLAND","32751","DRUID ISLE","2,820","$549,900","4","3","0","1973","None","Single Family Home","$3,936","19","19","","","","$195.00","","","COLDWELL BANKER RESIDENTIAL RE","Dan Haber","261201742","","","","O","Orlando Regional"
"1","O5428376","ACT","1426 DRUID ROAD","MAITLAND","32751","DRUID HILLS","3,717","$519,900","4","3","0","1966","None","Single Family Home","$4,557","108","54","","","","$139.87","","","FLORIDA HOME TEAM REALTY","Pat Long","261205823","","","","O","Orlando Regional"
"1","O5192425","ACT","7151 DUDLEY AVE","MOUNT DORA","32757","TANGERINE","2,183","$279,900","4","2","1","2000","None","Single Family Home","$2,217","921","921","","","","$128.22","","","CENTRAL FL R.E. CONNECTION, IN","George LaPierre","261007042","","","","O","Orlando Regional"
"1","O5432302","ACT","4792 DUNBARTON DR","ORLANDO","32817","WATERMILL SEC 05","2,298","$500,000","4","2","0","1989","Private","Single Family Home","$2,912","35","35","","","","$217.58","","","CHARLES RUTENBERG REALTY","Denese Richmond","261204264","","","","O","Orlando Regional"
"1","O5400612","ACT","615 DUNLAP DR","APOPKA","32712","MT PLYMOUTH LAKES REP","770","$145,000","3","1","0","1959","None","Single Family Home","$230","205","205","","","","$188.31","","","KELLER WILLIAMS AT THE PARKS","Michael Ussery","261204534","","","","O","Orlando Regional"
"1","T2813935","ACT","2095 DUNSFORD DR","ORLANDO","32808","LONESOME PINES UNIT 03","1,738","$190,000","3","3","0","1970","None","Single Family Home","$1,369","25","25","","","","$109.32","","","ADVANTAGE REAL EST. SERVICE","Keith Gordon","279515707","","","","T","Tampa"
"1","O5400586","ACT","1943 DURHAM AVE","WINTER PARK","32789","LAKE BELL TERRACE","1,944","$249,500","4","3","0","1958","Private","Single Family Home","$2,063","197","197","","","","$128.34","","","EXIT REALTY CENTRAL","Robert Christiano","261092935","","","","O","Orlando Regional"
"1","O5408013","ACT","2077 EAGLES REST CT","APOPKA","32712","EAGLES REST PH 02A","3,503","$325,000","4","4","1","1990","Community","Single Family Home","$4,220","164","164","","","","$92.78","","","CHARLES RUTENBERG REALTY","Claudia Jenkins","261202933","","","","O","Orlando Regional"
"1","S4820810","ACT","3054 EAGLET LOOP","ORLANDO","32837","HUNTERS CREEK TR 145 PH 04","1,926","$246,500","3","2","0","1988","Private","Single Family Home","$3,734","218","218","","","","$127.99","","","REALTY ONE OF KISSIMMEE, INC","BARBARA BRUNEAU","19716","","","","S","Osceola"
"1","O5361310","ACT","8103 EARLWOOD AVE","MOUNT DORA","32757","LAKE OLA CARLTON ESTATES","3,564","$324,900","3","3","0","1990","Private","Single Family Home","$5,140","351","351","","","","$91.16","","","ALL FLORIDA PROPERTY GROUP INC","Ronald Stafford","268007471","","","","O","Orlando Regional"
"1","O5371840","ACT","1203 EASTON ST","ORLANDO","32825","EASTON SUB","980","$85,000","2","2","0","1985","None","Single Family Home","$561","238","238","","","","$86.73","","","FLORIDA REALTY INVESTMENTS","Carissa Lawhun","261090548","","","","O","Orlando Regional"
"1","O5438541","ACT","11500 EASTWOOD DR","ORLANDO","32817","ACREAGE & UNREC","3,311","$730,000","4","3","1","1990","Private","Single Family Home","$3,415","8","8","","","","$220.48","","","KELLER WILLIAMS CLASSIC REALTY","Hojin Chang","261062523","","","","O","Orlando Regional"
"1","O5438692","ACT","1025 N ECONLOCKHATCHEE TRL","ORLANDO","32825","ACREAGE & UNREC","2,260","$525,000","4","2","0","1965","None","Single Family Home","$2,892","8","8","","","","$232.30","","","WAMSLEY RESIDENTIAL REALTY COM","Franklin Wamsley","261005488","","","","O","Orlando Regional"
"1","O5385764","ACT","8004 E EDEN PARK RD","ORLANDO","32810","EDEN EAST","1,440","$209,900","3","2","0","1988","Private","Single Family Home","$1,470","277","277","","","","$145.76","","","CHARLES RUTENBERG REALTY","Dan Cummings","261071201","","","","O","Orlando Regional"
"1","O5437712","ACT","8203 EDEN PARK RD","ORLANDO","32810","EDEN PARK ESTS","1,128","$95,000","3","2","0","1961","None","Single Family Home","$1,251","5","5","","","","$84.22","","","HOMEVEST REALTY","Justin LaManna","261062837","","","","O","Orlando Regional"
"1","O5427921","ACT","1021 EDGEWATER DR","ORLANDO","32804","BUNNELLS REP","3,897","$999,000","5","4","0","1930","None","Single Family Home","$8,268","57","57","","","","$256.35","","","ROBLES REALTY","Hector Villarroel","261068111","","","","O","Orlando Regional"
"1","O5436344","ACT","1118 EDGEWATER CT","ORLANDO","32804","EDGEWATER","3,066","$479,000","4","3","1","1985","None","Single Family Home","$2,150","14","14","","","","$156.23","","","COLDWELL BANKER RESIDENTIAL RE","Beatrix Masotti","261090415","","","","O","Orlando Regional"
"1","O5427284","ACT","1312 EDGEWATER CT","ORLANDO","32804","EDGEWATER","1,316","$279,000","3","1","0","1951","None","Single Family Home","$2,090","59","59","","","","$212.01","","","REALTY EXECUTIVES ORLANDO","Michael Post","261073051","","","","O","Orlando Regional"
"1","O5427379","ACT","4508 EDGEWATER DR","ORLANDO","32804","COLLEGE PARK","1,805","$380,000","4","2","0","1930","None","Single Family Home","$5,184","59","59","","","","$210.53","","","REAL ESTATE PROFESSIONALS SE","Scott Garrison, PA","261007391","","","","O","Orlando Regional"
"1","O5388023","ACT","4512 EDGEWATER DR","ORLANDO","32804","ACREAGE & UNREC","1,491","$394,900","3","2","1","1946","None","Single Family Home","$5,044","267","267","","","","$264.86","","","COLDWELL BANKER RESIDENTIAL RE","Steve Clark","261095749","","","","O","Orlando Regional"
"1","O5415457","ACT","4546 EDGEWATER DR","ORLANDO","32804","FAIRVIEW SHORES","4,550","$800,000","5","4","0","2000","Private","Single Family Home","$200","351","115","","","","$175.82","","","KELLER WILLIAMS ADVANTAGE 2","Chris Sheedy","261211253","","","","O","Orlando Regional"
