"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","O5336534","SLD","717 DROMEDARY DR","POINCIANA","34759","POINCIANA NBRHD 03 VILLAGE 03","1,674","$114,900","3","2","0","1990","None","Single Family Home","$1,377","183","183","196","New FHA","07/31/2015","$68.64","$68.64","1.00","BRISTOL REAL ESTATE, INC.","Jesenia Brooks","261091713","Wendy Stewart","272507021","261210449","O","Orlando Regional"
"1","O5193722","SLD","720 DROMEDARY DR","POINCIANA","34759","POINCIANA NBRHD 3 VIL 3","1,422","$71,200","3","2","0","1991","None","Single Family Home","$1,347","282","282","283","Not Applicable","08/18/2015","$63.22","$50.07","0.79","ARGENT REALTY GROUP LLC","Lynnette Mentlick","261072552","Oscar Cadiz","272504063","261085253","O","Orlando Regional"
"1","S4825607","SLD","756 DROMEDARY DR","POINCIANA","34759","POINCIANA NBRHD 03 VILLAGE 03","1,220","$132,000","3","2","0","1991","Private","Single Family Home","$1,339","57","57","57","New FHA","04/29/2016","$106.48","$108.20","1.02","CLARK INVESTMENT PROPERTIES","Sharon Clark","272500047","Susana Leon","59720","261094543","S","Osceola"
"1","S4814783","SLD","776 DROMEDARY DR","KISSIMMEE","34759","POINCIANA NBRHD 03 VILLAGE 03","1,407","$152,900","4","2","0","1987","Private","Single Family Home","$920","70","70","101","New FHA","09/30/2015","$108.67","$108.67","1.00","SUNQUEST INVESTMENT REALTY LLC","Sunita Kandhai","272501732","Samuel Eckerson","272504054","272507758","S","Osceola"
"1","O5395186","SLD","510 DUCHESS DR","LAKELAND","33803","IMPERIAL SOUTHGATE","1,890","$125,000","2","2","0","1970","None","Single Family Home","$2,368","135","135","149","All Cash","03/24/2016","$68.73","$66.14","0.96","PARADISE REALTY GROUP LLC","Steve Riegert","261094152","Viviana Pedroso","265500488","265500295","O","Orlando Regional"
"1","P4707499","SLD","830 S DUDLEY AVE","BARTOW","33830","PAGES SUB","840","$23,000","2","1","0","1925","None","Single Family Home","$487","33","33","33","All Cash","11/30/2015","$27.38","$27.38","1.00","RE/MAX ASSOCIATE REALTY","Chrissi Jasso","255000638","Chrissi Jasso","255000261","255000638","P","East Polk"
"1","P4706881","SLD","985 S DUDLEY AVE","BARTOW","33830","PRESTONS W S ADD","1,788","$38,000","3","2","0","1945","None","Single Family Home","$308","33","33","33","All Cash","10/07/2015","$27.91","$21.25","0.76","AVARATTI LEGATO CORPORATION","Brandy Griffin","255001658","Brandy Griffin","255000594","255001658","P","East Polk"
"1","L4712328","SLD","985 S DUDLEY AVE","BARTOW","33830","PRESTONS W S ADD","1,402","$89,000","3","2","0","1945","None","Single Family Home","$308","2","2","2","New FHA","04/11/2016","$63.48","$63.48","1.00","TEACHER NEXT DOOR, PLLC","Stephen Parks","277009357","Debbie McCutcheon","265578073","265501143","L","Lakeland"
"1","P4708005","SLD","2311 DUFF RD","LAKELAND","33810","HIGHLAND GROVE EAST","1,340","$60,000","3","2","0","1978","Private","Single Family Home","$813","0","0","0","All Cash","12/28/2015","$44.78","$44.78","1.00","RE/MAX PARAMOUNT PROPERTIES","Robert Miller, Jr","265501746","Lisa Miller","255001878","265501543","P","Lakeland"
"1","L4712186","SLD","2311 DUFF RD","LAKELAND","33810","HIGHLAND GROVE EAST","1,340","$152,000","3","2","0","1978","Private","Single Family Home","$1,815","5","5","5","New FHA","04/29/2016","$111.94","$113.43","1.01","CMTG REAL ESTATE GROUP","Melissa Bajsa","265522650","Cathy Morrison","265578073","265501356","L","Lakeland"
"1","O5394034","SLD","3701 DUFF RD","LAKELAND","33810","ACREAGE & UNREC","1,582","$98,529","4","2","0","1983","Private","Single Family Home","$805","43","43","43","All Cash","01/07/2016","$65.23","$62.28","0.95","OWNERS.COM","Steve Sibiga","261201966","Adan Ordonez","261011885","260502419","O","Orlando Regional"
"1","S4827797","SLD","3701 DUFF RD","LAKELAND","33810","WILLOW WISP","1,582","$169,900","4","2","0","1983","Private","Single Family Home","$1,957","34","34","28","New FHA","04/07/2016","$107.46","$107.40","1.00","NATIONAL REAL ESTATE LLC","Adan Ordonez","260502419","Jordan Strader","772696","265505699","S","Osceola"
"1","L4712615","SLD","3741 DUFF RD","LAKELAND","33810","WILLOW WISP PH 02","1,984","$150,000","3","2","1","1989","Private","Single Family Home","$391","14","14","14","New Conventional","05/13/2016","$78.12","$75.60","0.97","WEBPRO REALTY, LLC","Doug Harwell, III","265500848","Doug Harwell, III","265522512","265500848","L","Lakeland"
"1","O5391216","SLD","709 DUFFER LN","POINCIANA","34759","POINCIANA NBRHD 01 VILLAGE 03","1,246","$124,900","3","2","0","1979","Private","Single Family Home","$604","4","4","4","New FHA","12/11/2015","$100.24","$100.24","1.00","G WORLD PROPERTIES","Maria Gonzalez","261213259","Zahide Wallace","261011075","261204422","O","Orlando Regional"
"1","T2784951","SLD","615 DUNCAN CIR W","AUBURNDALE","33823","GROVE ESTATES SECOND ADD","985","$58,000","4","1","1","1975","None","Single Family Home","$839","13","13","13","All Cash","12/24/2015","$55.84","$58.88","1.05","THE WILMOTH GROUP","Jennifer Wilmoth","261543647","Vincent Chung","59638","261213725","T","Tampa"
"1","P4707078","SLD","624 DUNCAN CIR W","AUBURNDALE","33823","GROVE ESTATES SECOND ADD","1,331","$82,000","3","1","1","1975","None","Single Family Home","$851","92","92","92","USDA","02/22/2016","$62.28","$61.61","0.99","ALLSTATE REALTY SERVICES","Gaby Murillo","279535493","Ivi Suarez","10218","279537864","P","East Polk"
"1","K4700651","SLD","5901 DUNDEE RD","WINTER HAVEN","33884","COMMERCIAL BANANA PLANTATIONS UNIT 01","3,818","$325,000","4","3","1","1982","Private","Single Family Home","$5,972","93","93","142","All Cash","02/19/2016","$91.41","$85.12","0.93","PRIME PLUS REAL ESTATE INC","Carrie Cornelius","265000060","Mary McLean","55999","265000017","K","Lake Wales"
"1","S4819352","SLD","1648 DUNES CT","HAINES CITY","33844","SOUTHERN DUNES ESTATES","1,542","$132,300","4","2","0","2000","Community, Private","Single Family Home","$3,929","68","68","68","New Conventional","12/07/2015","$103.76","$85.80","0.83","EXIT REALTY CHAMPIONS","David Henager, Jr","261205911","NON MFR REALTOR","55055","123456789","S","Orlando Regional"
"1","O5362925","SLD","1660 DUNES CT","HAINES CITY","33844","SOUTHERN DUNES ESTATES","1,542","$165,000","4","2","0","2000","Community, Private","Single Family Home","$3,334","93","93","93","New Conventional","09/18/2015","$113.49","$107.00","0.94","KELLER WILLIAMS ADVANTAGE III","Bill Pennington","255001783","Beverly Amerman","272550027","272505775","O","Orlando Regional"
"1","S4819434","SLD","616 DUNLIN LN","POINCIANA","34759","POINCIANA NBRHD 05 NORTH VILLAGE 03","1,224","$110,000","3","2","0","2000","None","Single Family Home","$1,252","31","31","31","New FHA","11/13/2015","$89.87","$89.87","1.00","IRIS INTERNATIONAL","Reeve Leventhal","272501566","Silvia Hurtarte","261011666","272503238","S","Osceola"
"1","S4821649","SLD","329 DURANGO LOOP","DAVENPORT","33897","WESTRIDGE","1,104","$149,900","3","2","0","1996","Community, Private","Single Family Home","$1,836","3","3","3","All Cash","12/10/2015","$135.78","$135.78","1.00","WATSON REALTY CORP.","Sandy Rudolph","272504630","Sandy Rudolph","272504002","272504630","S","Osceola"
"1","P4709384","SLD","415 DURANGO LOOP ST","DAVENPORT","33897","WESTRIDGE","1,310","$155,000","3","2","0","1994","Community","Single Family Home","$884","2","2","2","New FHA","04/19/2016","$114.50","$118.32","1.03","THE STONES REAL ESTATE FIRM","Michael Stone","255000821","Julian Rivera","261012258","261212531","P","East Polk"
