"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","S4826393","SLD","100 10TH ST","SAINT CLOUD","34769","SEMINOLE LAND & INVESTMENT CO","1,372","$152,000","2","2","0","1991","None","Single Family Home","$652","22","22","37","New FHA","04/29/2016","$113.70","$110.79","0.97","DYNAMIC REALTY LLC","Marcy Smiley Theobald","272507359","Brenda Terrell","272507023","272501260","S","Osceola"
"1","S4824192","SLD","112 10TH ST","SAINT CLOUD","34769","ST CLOUD","1,252","$137,000","2","2","0","1980","Private","Single Family Home","$456","3","3","3","New FHA","02/08/2016","$111.74","$109.42","0.98","GODWIN REALTY GROUP","Melissa Godwin","272501333","Marty Nalda","272550006","272507330","S","Osceola"
"1","S4816913","SLD","1575 E 10TH ST","SAINT CLOUD","34771","ARROWHEAD COUNTRY ESTATE UNREC","1,456","$156,000","3","2","0","1977","Private","Single Family Home","$1,043","9","9","9","All Cash","07/20/2015","$107.14","$107.14","1.00","WEICHERT REALTORS HALLMARK PRO","Ellen Clayton","272507406","Monica Bola","272504177","272506171","S","Osceola"
"1","S4822166","SLD","1821 10TH ST","SAINT CLOUD","34769","ST CLOUD","1,357","$108,000","3","1","1","1955","None","Single Family Home","$452","85","85","85","All Cash","01/22/2016","$84.75","$79.59","0.94","FLORIDA PINES REALTY, LLC","Lori McCorkle","272506437","Brenda Terrell","272507023","272501260","S","Osceola"
"1","S4817655","SLD","2120 10TH ST","SAINT CLOUD","34769","ST CLOUD","2,135","$167,000","4","2","0","1940","None","Single Family Home","$751","80","80","85","New Conventional","11/20/2015","$80.56","$78.22","0.97","LA ROSA REALTY, LLC","Kimberly Bass","272506018","Chris Sheedy","59638","261211253","S","Orlando Regional"
"1","S4815781","SLD","2121 10TH ST","SAINT CLOUD","34769","ST CLOUD","1,508","$121,000","3","2","0","1910","None","Single Family Home","$422","162","162","162","All Cash","12/04/2015","$85.81","$80.24","0.94","WEICHERT REALTORS HALLMARK PRO","Christina Davis","272506396","Douglas Kirschner","272503162","272507649","S","Osceola"
"1","S4819204","SLD","410 10TH ST","SAINT CLOUD","34769","ST CLOUD","815","$73,000","2","1","0","1925","None","Single Family Home","$830","96","96","160","New FHA","03/15/2016","$98.04","$89.57","0.91","MAGIC REALTY LLC","Mike Martin","272503527","James Thomas, Sr","272504178","272507002","S","Osceola"
"1","S4827043","SLD","2000 12TH ST","SAINT CLOUD","34769","ST CLOUD","1,071","$88,000","3","1","1","1975","None","Single Family Home","$1,342","3","3","3","All Cash","02/29/2016","$88.61","$82.17","0.93","RE/MAX PRIME PROPERTIES","Heather Kulik","272505999","Laurie Sirrell","272503162","272505308","S","Orlando Regional"
"1","O5378715","SLD","2119 14TH ST","SAINT CLOUD","34769","ST CLOUD","1,356","$125,000","3","2","0","1991","None","Single Family Home","$474","12","12","77","All Cash","10/02/2015","$95.80","$92.18","0.96","CHANGING LATITUDES REAL ESTATE","Jamie Schreck","261211846","Robert Kenon, II","272504178","272507194","O","Osceola"
"1","S4814761","SLD","1000 15TH ST","SAINT CLOUD","34769","ST CLOUD","1,250","$139,000","3","2","0","1973","None","Single Family Home","$1,213","123","123","128","New Conventional","10/22/2015","$111.76","$111.20","0.99","WEICHERT REALTORS HALLMARK PRO","Michelle Benoit","272500372","Ada Tancun","60055","261210013","S","Osceola"
"1","O5390165","SLD","120 15TH ST","SAINT CLOUD","34769","ST CLOUD","1,026","$98,900","3","2","0","1975","None","Single Family Home","$1,193","17","17","17","All Cash","10/16/2015","$97.37","$96.39","0.99","SANTOS REALTY","Nelson Santos","272504651","Kimberly Bass","56563","272506018","O","Osceola"
"1","S4827859","SLD","120 15TH ST","SAINT CLOUD","34769","ST CLOUD","1,350","$172,000","3","2","0","1975","None","Single Family Home","$1,576","21","21","21","New FHA","04/27/2016","$125.85","$127.41","1.01","LA ROSA REALTY, LLC","Kimberly Bass","272506018","Kelly Shrieves","272550006","272507038","S","Orlando Regional"
"1","S4817308","SLD","2407 16TH","SAINT CLOUD","34769","ST CLOUD","1,118","$138,500","3","2","0","1985","None","Single Family Home","$601","2","2","2","New VA","08/14/2015","$123.88","$123.88","1.00","PREFERRED REAL ESTATE","Bruce Clark","272500428","Kevin Waldbieser","60217","272506746","S","Osceola"
"1","S4823807","SLD","1900 17TH ST","SAINT CLOUD","34769","ST CLOUD","984","$78,000","2","1","0","1960","None","Single Family Home","$1,161","28","28","28","New Conventional","01/27/2016","$90.45","$79.27","0.88","THE REAL ESTATE TEAM, INC.","Randy Noel","261069765","Brenda Terrell","272507023","272501260","S","Osceola"
"1","O5373651","SLD","2223 17TH ST","SAINT CLOUD","34769","STERLING MANOR ESTATES","1,216","$90,000","2","1","1","1961","None","Single Family Home","$445","0","0","0","New Conventional","09/03/2015","$78.12","$74.01","0.95","WILLIAMSBURG REALTY, INC.","Gale Fritzler","261017471","Beatrice Colon","54915","261018874","O","Orlando Regional"
"1","S4822260","SLD","2300 3RD ST","SAINT CLOUD","34769","LAKE FRONT ADD","1,026","$128,900","2","1","0","1988","None","Single Family Home","$1,364","4","4","4","New FHA","12/10/2015","$125.63","$125.63","1.00","RAMADA PROPERTY GROUP","Karen Orriss-Ross","272501521","Thomas Joynes","272504086","272501599","S","Osceola"
