"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","P4706179","SLD","342 LAKE DAISY CIR","WINTER HAVEN","33884","LAKE DAISY ESTATES","1,060","$93,000","3","2","0","1997","None","Single Family Home","$707","42","42","90","New Conventional","01/15/2016","$87.74","$87.74","1.00","KELLER WILLIAMS REALTY OF WH","Max St. Val","255001806","Lucy Martinez","255000256","255000731","P","East Polk"
"1","P4707206","SLD","74 LAKE DAISY BLVD","WINTER HAVEN","33884","ACREAGE & UNREC","1,381","$123,400","3","2","0","1993","None","Single Family Home","$1,237","33","33","33","New VA","12/18/2015","$90.44","$89.36","0.99","JOHN WOOD REALTY, INC.","Steven Smith, PA","255000219","Phyllis Collins","10115","255000192","P","East Polk"
"1","O5395198","SLD","201 LAKE DAVENPORT BLVD","DAVENPORT","33897","DAVENPORT LAKES PH 1","1,180","$129,900","3","2","0","1993","None","Single Family Home","$1,716","0","0","0","All Cash","10/16/2015","$110.08","$110.08","1.00","Oak avenue Real Estate LLC","Lesley Guarino","261206806","Lesley Guarino","261011473","261206806","O","Orlando Regional"
"1","O5412671","SLD","446 LAKE DAVENPORT BLVD","DAVENPORT","33897","DAVENPORT LAKES PH 03","1,938","$127,789","3","2","0","1994","None","Single Family Home","$1,038","35","35","50","All Cash","03/24/2016","$73.63","$65.94","0.90","OWNERS.COM","Steve Sibiga","261201966","Jay Hunkins","261012046","272507245","O","Orlando Regional"
"1","S4825461","SLD","617 LAKE DAVENPORT BLVD","DAVENPORT","33897","DAVENPORT LAKES PH 03","1,516","$171,000","3","2","0","1994","Community, Private","Single Family Home","$2,020","52","52","52","Assume FHA/VA","04/19/2016","$123.68","$112.80","0.91","HAMILTON REALTY","Kerry Nelmes","272506296","Kerry Nelmes","272503887","272506296","S","Osceola"
"1","P4706046","SLD","626 LAKE DAVENPORT BLVD","DAVENPORT","33897","DAVENPORT LAKES PH 03","2,226","$176,000","4","2","1","1995","Community, None","Single Family Home","$1,169","79","79","79","New Conventional","10/30/2015","$80.82","$79.07","0.98","STACEY TOWNS REALTY LLC","Stacey Towns","255001015","Barbara Remington","261010850","261062259","P","East Polk"
"1","O5363517","SLD","202 LAKE DAVENPORT ESTATES DR","DAVENPORT","33837","LAKE DAVENPORT ESTATES","2,269","$194,000","5","3","0","1997","Private","Single Family Home","$2,259","58","58","58","New FHA","09/01/2015","$87.04","$85.50","0.98","VACAY & CO REAL ESTATE","Michelle Baydemir","261090333","Annetta Lapointe","59638","261211268","O","Orlando Regional"
"1","P4706626","SLD","213 LAKE DAVENPORT ESTATES DR","DAVENPORT","33897","LAKE DAVENPORT ESTATES","1,978","$180,000","4","3","1","1993","Community, Private","Single Family Home","$2,129","38","38","38","New Conventional","11/10/2015","$96.01","$91.00","0.95","BARDELL REAL ESTATE","Michael Anker","281502808","Carolyn Stuart","272504038","272500162","P","East Polk"
"1","O5403432","SLD","242 LAKE DAVENPORT ESTATES DR","DAVENPORT","33897","LAKE DAVENPORT ESTATES","1,908","$167,900","4","2","0","1996","Community, Private","Single Family Home","$2,117","10","10","10","New Conventional","01/06/2016","$89.05","$88.00","0.99","EXIT REALTY CHAMPIONS","Deirdre Lucey-Humphries","261202376","Donna McGrath","272507249","272500962","O","Orlando Regional"
"1","P4705157","SLD","124 E LAKE DEER DR","WINTER HAVEN","33880","HAVEN HOMES UNIT 03","995","$65,000","2","1","0","1963","None","Single Family Home","$725","67","67","67","New FHA","08/13/2015","$62.31","$65.33","1.05","REAL ESTATE INVESTMENT & ASSET","Mike Coicou","255000963","Veronica Davis","265500286","265578096","P","East Polk"
