"#","ML Number","Status","Address","City","Postal Code","Legal Subdivision Name","Sq Ft Heated","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Taxes","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP/SqFt","SP/SqFt","SP/LP","List Office Name","List Agent Full Name","List Agent ID","Selling Agent Name","Selling Office ID","Selling Agent ID","LSC List Side","Office Primary Board ID"
"1","S4805982","SLD","670 MESILLA DR","KISSIMMEE","34758","POINCIANA VILLAGE 01 NEIGHBORHOOD 01 SOUTH","1,545","$120,000","3","2","0","1984","None","Single Family Home","$1,376","246","246","246","Owner Financing","08/21/2015","$80.91","$77.67","0.96","RIGHT CHOICE REALTY, INC.","Edith Chavez","272506100","Edith Chavez","272503193","272506100","S","Osceola"
"1","O5374872","SLD","131 MEXICALI AVE","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 03","1,175","$140,000","3","2","0","1980","None","Single Family Home","$1,601","22","22","22","New Conventional","09/02/2015","$119.06","$119.15","1.00","HOUSESTAR REALTY GROUP INC","Javier Rodriguez","261070049","Alexandra Rodriguez","56563","272506982","O","Orlando Regional"
"1","S4811304","SLD","153 MEXICALI AVE","KISSIMMEE","34743","BUENAVENTURA LAKES UNIT 03","1,390","$149,900","4","2","0","1981","None","Single Family Home","$935","66","66","165","New FHA","09/21/2015","$107.84","$107.84","1.00","COLDWELL BANKER SOLOMON","Susy Ortiz","272500560","Alfred Medina","60279","272501336","S","Osceola"
"1","S4818215","SLD","2708 MIAMI TER","KISSIMMEE","34741","TROPICAL PARK UNIT 01","828","$55,000","2","1","0","1962","None","Single Family Home","$1,071","28","28","28","New Private","09/11/2015","$71.14","$66.43","0.93","COLDWELL BANKER ACKLEY REALTY","Dorothy Buse","272500115","Jacqueline Calderon","272507003","272503236","S","Osceola"
"1","O5320312","SLD","5318 MICCO ST","KISSIMMEE","34746","INDIAN WELLS UNIT 1","1,377","$127,500","3","2","0","1990","None","Single Family Home","$872","36","36","226","New Conventional","06/22/2015","$90.70","$92.59","1.02","SUN CREST FLORIDA PROPERTIES","Mary Cubelo-Hinton","261014693","Charmagne Chappell","10312","255000168","O","Orlando Regional"
"1","W7612960","SLD","1519 MICHIGAN AVE","SAINT CLOUD","34769","ST CLOUD","1,335","$165,000","3","2","0","1989","Private","Single Family Home","$852","2","2","2","New Conventional","11/12/2015","$123.60","$123.60","1.00","LISTWITHFREEDOM.COM INC","Ralph Harvey","276593262","Kevin Waldbieser","60217","272506746","W","West Pasco"
"1","S4811886","SLD","343 MICHIGAN AVE","SAINT CLOUD","34769","LAKE FRONT ADD","1,863","$173,000","3","3","0","1974","None","Single Family Home","$985","9","9","9","New FHA","06/04/2015","$93.93","$92.86","0.99","WEICHERT REALTORS HALLMARK PRO","Jennifer Davis","272504907","Paul Devlin","272504178","272506795","S","Osceola"
"1","S4815756","SLD","400 MICHIGAN AVE","SAINT CLOUD","34769","LAKE FRONT ADD","1,584","$155,500","3","2","1","1974","None","Single Family Home","$1,873","5","5","5","New Conventional","07/10/2015","$97.79","$98.17","1.00","BHHS RESULTS REALTY","Jeffrey Perry","272500203","Maureen Johnson","56563","261066183","S","Osceola"
"1","O5422661","SLD","431 MICHIGAN AVE","SAINT CLOUD","34769","LAKE FRONT ADD","1,302","$165,000","3","2","0","1979","None","Single Family Home","$1,849","14","14","14","Assume Conventional","05/03/2016","$142.09","$126.73","0.89","BHHS RESULTS REALTY","Marie Collins, PA","272500295","Beverley Kistler","51122C","261083301","O","Osceola"
"1","O5423325","SLD","610 MICHIGAN AVE","SAINT CLOUD","34769","ST CLOUD","980","$124,500","2","1","0","1966","None","Single Family Home","$1,418","3","3","3","All Cash","03/04/2016","$127.55","$127.04","1.00","HOMEVEST REALTY","Darlene O'Hara","261004445","Pete Petridis","51957EE","602502918","O","Orlando Regional"
